,Attributes,Description
0,Latin Name,Pteridium aquilinum
1,Common Name,"Bracken, Western brackenfern, Decomposition brackenfern, Hairy brackenfern"
2,Family,Polypodiaceae
3,USDA hardiness,4-7
4,Known Hazards,"There are a number of reports regarding the possible health risks of this plant. The huge quantity of spores released by large areas of bracken are suggested to be implicated in stomach cancers. A recent study suggests that this is not such a problem in Britain as was once believed, the spores are not produced in such high quantities nor do they travel so far due to our normally humid atmosphere. The leaves and roots contain substances that deprive the body of vitamin B1 if they are eaten raw, though they are possibly alright cooked[102]. The leaves are also said to be carcinogenic[65, 76]."
5,Habitats,"Heath, woodland and grassland. A common and highly invasive weed of acid soils[9], it is rarely found on limestone or wet peats[17]."
6,Range,"Most areas of the globe, including Britain, but absent from the Arctic and temperate S. America."
7,Edibility Rating,(2 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PteridiumAquilinum.jpg, https://pfaf.org/../Admin/PlantImages/PteridiumAquilinum2.jpg"
13,Summary,"The plant is a course fern with long, creeping, woody, branched, hairy rhizomes and solitary fronds.  The large, pinnately compound, 3 divided frounds are stout and erect to reclining, with a feltlike covering near the base. Form: Irregular or sprawling"
14,Physical Characteristics,"Pteridium aquilinum is a FERN growing to 1.2 m (4ft) by 2 m (6ft 7in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 4. The seeds ripen from July to August.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid and neutral soils and  can grow in very acid soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil. The plant can tolerate maritime exposure."
15,Synonyms,Pteris aquilina.
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge; Meadow;
17,Edible Parts,"Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Shoots: "
18,Edible Uses,Sweetener: includes sugar substitutes.
19,Edible Uses Description,"Root - cooked. It can be dried and ground into a powder[2, 13, 46, 55, 66, 94, 95, 102, 257]. The root is very fibrous so traditionally it was baked after being dried, the outer skin was peeled off and the roots pounded into a powder with sticks so that the inner fibres could be removed[173, 256]. The dried root will store for years[173]. The root contains 60% starch[74]. The dry weight content of starch is between 43 and 72%[173]. This starch can be extracted from the roots and is used in making dumplings which are eaten with soya flour and sugar as a delicacy[183]. The root has a somewhat constipating effect upon the body so is best eaten with foods that have a laxative quality[256]. Young shoots, harvested when still unfurling, can be eaten raw or cooked[2, 13, 55, 62, 94, 102, 183, 257]. They can be used like asparagus or like spinach[9, 257]. Somewhat flavourless, though they are considered to be a delicacy in Japan[4]. The fronds should be used when less than 20cm long, longer ones have a terrible taste[9, 213]. The shoots are somewhat bitter so they are often blanched for a few minutes in boiling water, then left to soak in cold water for two hours before being cooked[4, 9]. Although this might well improve the flavour, it will greatly reduce the nutritional value[K]. The shoots should be steeped in lye first[55]. Occasional use should cause no problems, but regular consumption is not advisable because the shoots might be carcinogenic[9, 65]. The plant yields an edible saccharine substance[55]. (from the cooking root??)."
20,Medicinal Uses,"Anthelmintic: Expels parasites from the gut.,Antiemetic: Prevents vomiting.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Poultice: A moist, usually warm or hot, mass of plant material applied to the skin in the treatment of burns etc.,Refrigerant: Cools the body.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anthelmintic  Antiemetic  Antiseptic  Diuretic  Poultice  Refrigerant  TonicThe young shoots are diuretic, refrigerant and vermifuge[4, 46, 94, 218]. They have been eaten as a treatment for cancer[257]. The leaves have been used in a steam bath as a treatment for arthritis[257]. A decoction of the plant as been used in the treatment of tuberculosis[257]. A poultice of the pounded fronds and leaves has been used to treat sores of any type and also to bind broken bones in place[257]. The root is antiemetic, antiseptic, appetizer and tonic[257]. A tincture of the root in wine is used in the treatment of rheumatism[218]. A tea made from the roots is used in the treatment of stomach cramps, chest pains, internal bleeding, diarrhoea, colds and also to expel worms[4, 46, 94, 222, 257]. The poulticed root is applied to sores, burns and caked breasts[222, 257]."
22,Other Uses,"Adhesive: Glues.,Basketry: Plant used in making baskets and other items such as chairs. Includes plants that are only used as an ornamental addition.,Biomass: Provides a large quantity of plant material that can be converted into fuel etc.,Compost: Plants used for activating compost heaps, providing biomass for composting, using as instant compost etc.,Dye: Plants that provide dyes.,Hair: Plants used as hair shampoos, tonics, to treat balding etc.,Lining: Used for lining boxes, baskets etc so that fragile items can be more safely carried in them.,Mulch: Used for covering the ground to conserve the nutrients in the soil.,Packing: Used as a filler in boxes etc in order to protect the contents.,Repellent: Plants that are said to deter but not necessarily kill various mammals, birds, insects etc.,Soap: Plants used directly as a soap substitute.,Soap making: Plants used as an ingredient in making soaps. Does not include the essential oils, dyes and oils that are also used in making soap.,Stuffing: Used in making soft toys, mattresses, pillows etc.,Thatching: Used for making thatched roofs.,Tinder: Used for starting fires. See also Kindling."
