,Attributes,Description
0,Latin Name,Inula conyza
1,Common Name,Ploughman's Spikenard
2,Family,Asteraceae or Compositae
3,USDA hardiness,5-9
4,Known Hazards,None known
5,Habitats,"Dry or rocky slopes and cliffs, also in open scrub on calcareous soils[17]."
6,Range,"Central and southeastern Europe, including Britain, from Denmark to N. Africa and the Near East."
7,Edibility Rating,(0 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/InulaConyza.jpg, https://pfaf.org/../Admin/PlantImages/InulaConyza2.jpg"
13,Summary,
14,Physical Characteristics,"Inula conyza is a BIENNIAL/PERENNIAL growing to 1.2 m (4ft) by 0.4 m (1ft 4in).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from July to August, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,I. squarrosa. non L. Conyza squarrosa.
16,Plant Habitats,Woodland Garden Sunny Edge; East Wall. In. West Wall. In.
17,Edible Uses Description,None known
18,Medicinal Uses,"Antiscrophulatic: Counteracts scrofula. (TB, especially of the lymph glands),Emmenagogue: Promotes or increases the menstrual flow. In early stages of pregnancy it can induce an abortion.,Parasiticide: Treats external parasites such as ringworm This should perhaps be joined with Parasiticide in ,Vulnerary: Promotes the healing of wounds."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antiscrophulatic  Emmenagogue  Parasiticide  VulneraryThe herb is antiscrofulatic, emmenagogue and vulnerary[4]. The plant was considered to be a good wound herb and it was frequently taken in decoction for bruises, ruptures, internal wounds etc[4]. It was applied externally to treat itchy skin[4]."
20,Other Uses,"Incense: Aromatic plants that can be burnt to impart a pleasant smell, repel insects and disinfect closed areas.,Insecticide: Kills insects.,Parasiticide: Kills external body parasites such as hair lice."
21,Other Uses Description,"The leaves are burnt and used as an insecticide and parasiticide, especially against fleas[4, 100]. Even the smell of the plant is said to drive fleas away[4]. The root used to be burnt upon a fire in order to scent a room[245]."
22,Cultivation Details,
23,Cultivation Details Description,"Succeeds in an ordinary garden soil in a sunny position[1]. The basal leaves of this species are often mistaken for the foxglove, Digitalis purpurea[17]. The basal leaves form a rosette that covers the ground for 30cm or more, destroying the grass underneath[245]. All parts of the plant are refreshingly aromatic[245]."
24,Plant Propagation,"Seed - sow spring or autumn in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. If you have sufficient seed, it is worthwhile trying a sowing in situ in the spring or the autumn."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
