,Attributes,Description,age
0,Latin Name,Phyteuma spicatum,
1,Common Name,Spiked Rampion,
2,Family,Campanulaceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,"Woods, thickets and meadows, usually in dry non-acid soils[17, 50].",
6,Range,"Central and southern Europe, including Britain, but absent from the Mediterranean.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PhyteumaSpicatum.jpg, https://pfaf.org/../Admin/PlantImages/PhyteumaSpicatum2.jpg",
13,Summary,,
14,Physical Characteristics,"Phyteuma spicatum is a PERENNIAL growing to 0.7 m (2ft 4in) by 0.3 m (1ft).  It is not frost tender.  It is in flower from July to August, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, beetles, Lepidoptera (Moths & Butterflies). The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Meadow;,
17,Edible Parts,"Root: includes bulbs, corms, tubers, rhizomes etc.",
18,Edible Uses,,
19,Edible Uses Description,"Root - raw or cooked[2, 105, 177]. Thick and fleshy, the root can be eaten in salads or boiled as a vegetable[2, 115, 183].",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"Succeeds in almost any moderately good soil in sun or light shade[1, 200]. Succeeds in a woodland garden[200].",
26,Plant Propagation,"Seed - best sown in a greenhouse as soon as it is ripe in late summer, though it can also be sown in the spring in a cold frame. Only just cover the seed. Germination is usually very quick. Prick out the seedlings into individual pots when they are large enough to handle and plant them out in early summer. Division in spring or autumn.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
