,Attributes,Description,age
0,Latin Name,Gmelina arborea,
1,Common Name,"Gmelina, Snapdragon, White Teak",
2,Family,Lamiaceae,
3,USDA hardiness,9-12,
4,Known Hazards,None known,
5,Habitats,"Occurs in a variety of forest habitats, including tropical semi-evergreen, sub-montane, very moist teak forests, deciduous, sal and dry teak forests[303 ]. It also occurs in Syzygium parkland and low alluvial savannah woodland[303 ].",
6,Range,"E. Asia - southern China, Indian subcontinent, Myanmar, Thailand, Laos, Vietnam, Malaysia, Indonesia, Philippines",
7,Edibility Rating,(2 of 5),
8,Other Uses,(4 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Gmelina_arborea_small2.jpg, https://pfaf.org/../Admin/PlantImages/Gmelina-arborea_Wight.jpg",
13,Summary,"Gmelina arborea or Gmelina is a fast-growing deciduous tree that can be found in India, parts of Southeast Asia, China, Sierra Leone and Nigeria. It reaches a height of about 30 m and trunk diameter of usually 50 cm. The crown is large and shady. The dark purple to yellow ovoid drupe fruit is edible with a bitter-sweet taste. The flowers are edible as well - usually mixed with rice to make a cake-like dish that is eaten on the New Year as part of a tradition. The tree is also of medicinal value. Plant parts are used in the treatment of fever, gonorrhea, cough, wounds, ulcers, leprosy, and blood diseases. It is also used as a laxative, antidote to poisons, and blood purifier. Further, gmelina is a pioneer species that can be planted in reforestation programs to restore native woodland. It is also intercropped with maize and cassava. Wood ash and fruits of gmelina produce yellow dye. The leaves are considered good for cattle and are also used as a feed to eri-silkworm. The wood is of good quality, light in weight, very strong, and susceptible to fungi, dry borers and termites. It also burns well and makes a good fuel and charcoal.",
14,Physical Characteristics,"Gmelina arborea is a deciduous Tree growing to 25 m (82ft) by 22 m (72ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. The flowers are pollinated by Bees, Insects. The plant is not self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid, very alkaline and saline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil and can tolerate drought. The plant can tolerates strong winds but not maritime exposure.",
15,Synonyms,Gmelina rheedei Hook. Gmelina sinuata Link.,
16,Plant Habitats,,
17,Edible Parts,"Flowers: ,Fruit: ",
18,Edible Uses,,
19,Edible Uses Description,"The fruit is edible[299 , 301 , 303 ]. The yellow fruit is an obovoid drupe, 18 - 25mm long with an aromatic, succulent flesh[303 ]. The flowers are mixed with rice to make a delicious cake-like festive dish that is eaten on the traditional New Year[301 ].",
20,Medicinal Uses,"Antibilious: Corrects the secretions of bile.,Antidote: Counters poisoning.,Blood purifier: Purifies the blood.,Febrifuge: Reduces fevers.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Leprosy: Used to treat leprosy - a chronic bacterial infection of the skin and superficial nerves (in the skin) caused by Mycobacterium leprae.,Stomachic: Aids and improves the action of the stomach.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antibilious  Antidote  Blood purifier  Febrifuge  Laxative  Leprosy  Stomachic  TonicThe bark, leaves and roots contain traces of alkaloids and are used medicinally in the plants native range[303 ]. For example, both fruit and bark have medicinal properties against bilious fever[303 ]. The roots have great medicinal value as a blood purifier, laxative, stomachic, tonic and as an antidote to poisons[299 , 303 ]. The leaf sap is used as a demulcent to treat gonorrhoea and cough, and is also applied to wounds and ulcers[299 ]. The flowers have been used to treat leprosy and blood diseases[299 ].",
22,Other Uses,"Charcoal: Used for fuel, drawing, deodorant, filter, fertilizer etc.,Dye: Plants that provide dyes.,Fuel: Usually wood, plant materials that have been mentioned as being a good fuel.,Furniture: A few miscellaneous uses that do not fit easily into other headings.,Hedge: Plants that can be grown as hedges.,Paper: Related to the entry for Fibre, these plants have been specifically mentioned for paper making.,Pioneer: Plants, usually trees and shrubs, that can be used to reforest land.,Shelterbelt: Wind resistant plants than can be grown to provide shelter in the garden etc.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
23,Other Uses Description,"Large flowering tree. Public open space. Specimen, Xerophytic. Agroforestry Uses: A highly light-demanding species, it is a pioneer plant that regenerates naturally only in the open and on the edge of forests[303 ]. It is an ideal choice for large-scale reforestation programmes[303 ]. It is intercropped with crops like maize and cassava, which has been found beneficial in increasing the simultaneous production of wood and food[303 ]. When intercropped with maize and cassava, it performs better under closely stocked stands of cassava, yams and maize. Cassava, however, suppresses re-growth of stumped trees and should, therefore, be planted 3 months later[303 ]. Gmelina forms an integral component of a taungya system where it is intercropped with peanut, cashew nut, tobacco, maize and beans[303 ]. Some limitations are that it casts heavy shade, and nothing will grow under a dense 2 x 2 metres stand; it forms a leaf carpet beneath trees, creating a mild fire hazard in times of prolonged drought[303 ]. It is used in enrichment planting on cocoa farms where its fast growing nature will quickly fill in gaps in the canopy. Cuttings and seedlings can be planted as shade for young and old cocoa trees providing protection whilst also suppressing invasive grasses[303 , 325 ]. The tree is often grown as a windbreak and as a hedge[299 ]. Other Uses: Both the wood ash and the fruit yield a very persistent yellow dye[303 ]. Although they do not contain saponins, the bruised leaves give a strong, frothing liquid[303 ]. When first cut, the heartwood is yellowish to reddish-white, turning light russet or yellowish-brown; it is indistinctly demarcated from the 5 - 7cm wide band of whitish sapwood. The grain is straight to interlocked; the texture medium to coarse; the wood somewhat oily to the touch; there are knots of variable sizes. The wood is light in weight; soft to hard; very strong, susceptible to fungi, dry wood borers and termites but said to be durable under water. The natural durability of the wood is about 15 years[303 ]. It seasons well without degrading, but it is slow to dry both in the open and in a kiln; once dry it is moderately stable to stable in service. It saws easily and has only slight blunting effects on tools; it planes to a smooth finish; polishes well; when knots are present the cutting angles should be reduced; it is too soft for satisfactory turning; nailing is fairly easy, but pre-boring is recommended for screwing as the wood tends to split. Rotary peeling and slicing are easy even without pretreatment, and the veneers are easy to handle without a tendency to tear; they remain flat during drying. The gluing properties are reported as good. Where it is indigenous, the wood is regarded as a valuable general-purpose wood because of its dimensional stability. Uses include the manufacture of furniture, plywood core stock, mine props, matches and timber for light construction[299 , 303 , 307 , 848 ]. It is also used for making canoes, musical instruments, for carving images etc[307 , 848 ]. The wood produces good-quality pulp. Unmixed semi-chemical pulp is suitable only for carton board or low-grade writing paper, but kraft pulp of yemane wood is suitable for higher grades of writing paper. It is also utilized for particle board[303 ]. The wood burns well and makes a good fuel and charcoal[303 , 418 ]. Is planted mostly for firewood, which has a calorific value of 4800 kcal/kg[303 ]. For firewood, a spacing of 2 x 2 metres is recommended. Plantations have been established for tobacco curing[303 ].",
24,Cultivation Details,,
25,Cultivation Details Description,"The plant can succeed in very dry to wet areas in the tropics and subtropics, where it is found at elevations up to 2,100 metres. It grows best in areas where annual daytime temperatures are within the range 22 - 34°c, but can tolerate 16 - 46°c[418 ]. It can be killed by temperatures of 1°c or lower[418 ]. It prefers a mean annual rainfall in the range 1,500 - 2,500mm, but tolerates 750 - 5,000mm[418 ]. Requires a sunny position, even when young[303 ]. Grows on many soils from acidic laterites to calcareous loams, doing poorly on thin or poor soils with hardpan, dry sands, or heavily leached acidic soils, well-drained basic alluviums[303 ]. It does not thrive where the drainage is poor, while on dry, sandy or otherwise poor soil it remains stunted and is apt to assume little more than a shrubby form because of repeated dying back through drought[303 ]. Established plants are drought tolerant[307 ]. Prefers a pH in the range 6 to 8[303 ]. Prefers a pH in the range 5 - 6, tolerating 4 - 7.5[418 ]. A very fast growing tree, it can reach 3 metres in height within its first year from seed and 20 metres within 4 - 5 years[418 ]. The first flowers are borne 3 - 4 years after planting[303 ]. Annual fuel wood production potential is 18 - 35 cubic metres per hectare[418 ]. The tree has a lifespan of about 40 years[418 ]. Trees coppice well with vigorous shoot growth[303 ]. Plants can resprout after forest fires[418 ]. Seed years recorded from various locations show that the tree seeds well every year. There are 2 peak periods for floral bud burst, which may vary from year to year, and with the local climatic conditions[303 ]. In nature, self-pollination is discouraged by the floral morphology. However, in controlled self-pollination, flowers develop into fruits[303 ]. Mature fruits are produced 1 week after the flowering peak and fruiting may be spread over a 2 month period[303 ]. Although able to compete with weeds more successfully than many other species, it responds positively to weeding and also benefits from irrigation[303 ]. Flowers produce abundant nectar, which produces high-quality honey[303 ]. Flowering Time: Late Winter/Early Spring Mid Spring. Bloom Color: Gold (Yellow-Orange).",
26,Plant Propagation,"Seed - pre-treatment is not necessary, though for quick germination, the seeds should be soaked for 48 hours in warm water[303 ]. The seeds germinate within 20 - 50 days under ideal conditions; the average rate for a healthy seed lot is 60%[303 ]. Trees can be raised easily by transplanting, which is carried out in the rainy season, or by direct sowing in lines; the latter has proved to be more successful in some instances[303 ]. Viable seeds should be collected from standing trees of superior phenotype. Normally, seed is collected from the ground, depulped and the stones are dried. Seed storage behaviour is orthodox; viability can be maintained for several years in hermetic storage at 3°c with 7-10% mc[303 ]. Large cuttings planted during the rainy season do well[303 ].",
27,Other Names,If available other names are mentioned here,
