,Attributes,Description,age
0,Latin Name,Brosimum alicastrum,
1,Common Name,Breadnut. Maya nut,
2,Family,Moraceae,
3,USDA hardiness,10-12,
4,Known Hazards,None known,
5,Habitats,"A canopy tree in seasonally flooded or dry limestone woodland[307]. Moist or wet forest, ascending to about 1,000 metres but mostly at 300 metres or less in Guatemala[331].",
6,Range,"S. America - Brazil, Bolivia, Peru, Ecuador, Colombia, Venezuela, Guyana; C. America - Panama to Mexico.",
7,Edibility Rating,(3 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Brosimum_alicastrum2_Plants.JPEG, https://pfaf.org/../Admin/PlantImages/Brosimum_alicastrum3_Plants.JPEG",
13,Summary,"An evergreen, large fruiting foliage tree and member of the great fig family which includes breadfruit and jakfruit.",
14,Physical Characteristics,"Brosimum alicastrum is an evergreen Tree growing to 30 m (98ft) by 25 m (82ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 10. The flowers are pollinated by Bees.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in saline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil and can tolerate drought.",
15,Synonyms,Alicastrum brownie Kuntze Brosimum bernadetteae Woodson Brosimum columbianum S.F.Blake Brosimum gentlei Lundell Brosimum latifolium Standl. Brosimum terrabanum Pittier Brosimum uleanum Mildbr. Ficus faginea Kunth & C.D.Bouche Helicostylis bolivarensis Pittier Helicostylis latifolia Pittier Helicostylis ojoche K. Schum. ex Pittier Piratinera alicastrum (Sw.) Baill. Urostigma fagineum (Kunth & C.D.Bouche) Miq.,
16,Plant Habitats,,
17,Edible Parts,"Fruit: ,Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,"Coffee: the various substitutes that can be used instead of coffee.,Drink: not including plant saps, tea or coffee substitutes.,Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.,Milk: made from plants, that is.",
19,Edible Uses Description,"MilkSeed - raw or cooked[301 ]. The raw seed has some bitterness[335 ], whilst the roasted seed develops a nutty, cacao-like flavour[301 ]. An agreeable and nourishing food with a flavour similar to hazel nuts[63 ]. The seed can also be boiled and mashed like potatoes, or made into juice and marmalade[301 ]. The ground up seeds can be made into a mash to mix with corn when making tortillas[301 ]. When steeped in water, the seeds make a coffee-like beverage[46 , 301 ]. The seed is the size of a small chestnut[63 ]. The seed is produced inside a yellow fruit about 25mm in diameter - each fruit contains one seed[63 ]. The yellow or orange fruit has a sweet, thin edible flesh surrounding the large seed[307 ]. A sweet, agreeable flavour[303 ]. The globose fruit is 15 - 20mm in diameter[369 ]. The milky latex, which flows freely when the trunk is cut, resembles cream and when diluted with water is said to afford a substitute for cow's milk[301 , 303 , 331 ]. The latex is also mixed with chicle[301 ].",
20,Medicinal Uses,"Antitussive: Prevents or relieves coughing.,Mouthwash: Treats problems such as mouth ulcers.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antitussive  MouthwashThere is a belief in Yucatan that if the seeds are eaten by nursing women the flow of milk is increased[331 ]. The latex is mixed with water, warmed and drunk as a treatment for dry coughs and for itchy sore throat[348 ]. The latex is applied directly on sores in the mouth and other parts of the body for healing[348 ].",
22,Other Uses,"Fodder: Food given to the animals (including plants cut and carried to them) rather than forage for themselves.,Furniture: A few miscellaneous uses that do not fit easily into other headings.,Gum: Gums have a wide range of uses, especially as stabilizers, emulsifiers, thickening agents, adhesives etc.,Latex: A source of rubber.,Shelterbelt: Wind resistant plants than can be grown to provide shelter in the garden etc.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
23,Other Uses Description,"Design: An imposing tree with broad, dense, deep green crown and narrow buttresses trunk; good for: Large shade tree. Street Tree. Public open space. Xerophytic. Bee nectar. A good forage plant for domestic animals. Leaves and branches cut for fodder for horses and mules. Often the only fodder available during the dry season. Agroforestry Uses: The tree provides good shade and reduces the impact of strong winds[303]. Other Uses: A latex is obtained from the stems. It is sometimes mixed with chicle to make chewing gum[377]. The heartwood is a yellowish to dark brown, tinged with red around knots and other defects; the thick band of sapwood is yellowish to nearly white. The texture is fine to medium; grain is straight to irregular and shallowly interlocked; luster is low; without distinctive odour or taste. The wood is hard, heavy, very strong, tough, not very durable, being particularly vulnerable to insect attack. Because of its high density and silica content, the wood requires appropriate tools, when it becomes easy to moderately difficult to work, taking a good polish. It is used for general construction,carpentry, flooring, furniture, cabinet making etc[46, 307, 316, 333, 551].",
24,Cultivation Details,"Fodder: Bank: Fodder banks are plantings of high-quality fodder species. Their goal is to maintain healthy productive animals. They can be utilized all year, but are designed to bridge the forage scarcity of annual dry seasons. Fodder bank plants are usually trees or shrubs, and often legumes. The relatively deep roots of these woody perennials allow them to reach soil nutrients and moisture not available to grasses and herbaceous plants.,Industrial Crop: Hydrocarbon: Materials, chemicals and energy include bioplastics, rubber, biomass products gasoline, jet fuel, diesel, butane, propane, biogas. Plants are usually resprouting plants and saps.,Management: Coppice: Cut to the ground repeatedly - resprouting vigorously. Non-destructive management systems maintaining the soil organic carbon.,Management: Standard: Plants grow to their standard height. Harvest fruit, seeds, or other products. Non-Destructive management systems.,Regional Crop: These crops have been domesticated and cultivated regionally but have not been adopted elsewhere and are typically not traded globally, Examples in this broad category include perennial cottons and many nuts and staple fruits.,Staple Crop: Balanced carb: (0-15 percent protein, 0-15 percent oil, with at least one over 5 percent). The carbohydrates are from either starch or sugar. Annuals include maize, wheat, rice, and potato. Perennials include chestnuts, carob, perennial fruits, nuts, cereals, pseudocereals, woody pods, and acorns.,Staple Crop: Protein: (16+ percent protein, 0-15 percent oil). Annuals include beans, chickpeas, lentils, cowpeas, and pigeon peas. Perennials include perennial beans, nuts, leaf protein concentrates, and edible milks.",
