,Attributes,Description
0,Latin Name,Cochlearia danica
1,Common Name,Danish Scurvy Grass
2,Family,Brassicaceae or Cruciferae
3,USDA hardiness,5-9
4,Known Hazards,None known
5,Habitats,"Sandy and rocky shores, walls and banks by the sea and along railway lines, avoiding acid soils[17]."
6,Range,"Coastal regions of Europe, including Britain, from Norway to Atlantic Spain and Portugal."
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CochleariaDanica.gif, https://pfaf.org/../Admin/PlantImages/CochleariaDanica2.gif"
13,Summary,
14,Physical Characteristics,"Cochlearia danica is a ANNUAL growing to 0.2 m (0ft 8in).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from May to June, and the seeds ripen from June to August. The species is hermaphrodite (has both male and female organs). The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: neutral and basic (mildly alkaline) soils and can grow in saline soils. It cannot grow in the shade. It prefers  moist soil. The plant can tolerate maritime exposure."
15,Synonyms,
16,Plant Habitats,Cultivated Beds; South Wall. In. West Wall. In.
17,Edible Parts,Leaves: 
18,Edible Uses,
19,Edible Uses Description,"Leaves - raw or cooked[100, 105, 177]. Used as a flavouring in salads, it is considered to be superior to C. officinalis[183]. The leaves are rich in vitamin C[100], though very few people will actually enjoy the pungent flavour[K]."
20,Medicinal Uses,"Antiscorbutic: A plant rich in vitamin C that is used to counteract scurvy.,Vitamin C: Plants good for their vitamin C content"
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antiscorbutic  Vitamin CThe leaves are a rich source of vitamin C and are used as an antiscorbutic[100].
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,Prefers a damp well-drained soil. Avoids acid soils in the wild. Prefers a sandy or gritty well-drained soil[200]. Hybridizes with C. officinalis[17].
26,Plant Propagation,Seed - sow spring or autumn in situ. Germination usually takes place within 2 - 3 weeks at 15°c[164].
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
