,Attributes,Description
0,Latin Name,Cyclospermum leptophyllum
1,Common Name,"Slender Celery, Marsh parsley"
2,Family,Apiaceae or Umbelliferae
3,USDA hardiness,Coming soon
4,Known Hazards,There are reports that the plant is toxic to mammals[274].
5,Habitats,"Ditches and low areas, disturbed sites, in Texas[274]. Basalt areas in Eastern Australia[154]. A weed of cultivation and waste places[265]."
6,Range,Southern North America to South America.
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CyclospermumLeptophyllum.gif, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG"
13,Summary,
14,Physical Characteristics,"Cyclospermum leptophyllum is a ANNUAL growing to 0.7 m (2ft 4in).  It is in flower from May to June, and the seeds ripen from June to July. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,A. ammi. (Jacq.)Urb. A. leptophyllum.
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments."
19,Edible Uses Description,"The leaves are used as a parsley substitute, though they occasionally have an acrid flavour[144]. Caution is advised, see notes above on toxicity[K]."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,This species has become widely naturalised as a weed in Tropical and Temperate regions[266]. 154
26,Plant Propagation,
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
