,Attributes,Description,age
0,Latin Name,Dipsacus fullonum,
1,Common Name,"Teasel, Fuller's teasel",
2,Family,Dipsacaceae,
3,USDA hardiness,4-8,
4,Known Hazards,None known,
5,Habitats,"Copses, stream banks, roadsides, rough pasture etc, especially on clay soils[17].",
6,Range,"Europe, including Britain, from Norway south and east to N. Africa and W. Asia.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/DipsacusFullonum.gif, https://pfaf.org/../Admin/PlantImages/DipsacusFullonum2.gif",
13,Summary,,
14,Physical Characteristics,"Dipsacus fullonum is a BIENNIAL/PERENNIAL growing to 1.8 m (6ft).  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower from July to August, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees. The plant is self-fertile. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,D. fullonum.,
16,Plant Habitats,Woodland Garden Sunny Edge; Meadow; Cultivated Beds;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Cancer: Used in the treatment of cancer.,Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Homeopathy: A plant used in homeopathic treatments.,Skin: Plants used in miscellaneous treatments for the skin.,Stomachic: Aids and improves the action of the stomach.,Warts: Used in the treatment of warts, corns etc.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Cancer  Diaphoretic  Diuretic  Homeopathy  Skin  Stomachic  WartsTeasel is little used in modern herbalism, and its therapeutic effects are disputed[254]. Traditionally it has been used to treat conditions such as warts, fistulae (abnormal passages opening through the skin) and cancerous sores[254]. The root is diaphoretic, diuretic and stomachic[7]. An infusion is said to strengthen the stomach, create an appetite, remove obstructions of the liver and treat jaundice[4, 254]. The root is harvested in early autumn and dried for later use[7]. An infusion of the leaves has been used as a wash to treat acne[257]. The plant has a folk history of use in the treatment of cancer, an ointment made from the roots is used to treat warts, wens and whitlows[4, 218]. A homeopathic remedy is made from the flowering plant[7]. It is used in the treatment of skin diseases[7].",
20,Other Uses,Dye: Plants that provide dyes.,
21,Other Uses Description,"A blue dye obtained from the dried plant is an indigo substitute[74]. It is water soluble[74]. A yellow is obtained when the plant is mixed with alum[148]. Teasels are also occasionally grown as ornamental plants, and the dried heads are used in floristry. The seeds are an important winter food resource for some birds, notably the European goldfinch. Teasels are often grown in gardens and encouraged on some nature reserves to attract them. A rich source of pollen and nectar for bees and other insects. Formerly widely used in textile processing, providing a natural comb for cleaning, aligning and raising the nap on fabrics, particularly wool.",
22,Cultivation Details,,
23,Cultivation Details Description,"Succeeds in most soils[1] but prefers clay[17]. Prefers a deep rich soil[169]. Requires a sunny position[169]. A good butterfly plant[24]. This is the true wild species of teasel, its bracts are too flexible to be used for combing cloth[17]. The flowering heads are much prized by flower arrangers because they keep their colour almost indefinitely when dried[7].",
24,Plant Propagation,Seed - best sown in early spring in situ[115]. The seed can also be sown from February to May or from August to October. All but the earlier sowings can be made outdoors.,
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
