,Attributes,Description
0,Latin Name,Hesperis matronalis
1,Common Name,"Sweet Rocket, Dames rocket,"
2,Family,Brassicaceae or Cruciferae
3,USDA hardiness,4-10
4,Known Hazards,None known
5,Habitats,"Woodland edges[45], meadows, hedges, grass verges etc, avoiding acid soils[17]."
6,Range,"S. Europe to Siberia. A garden escape in Britain, occasionally naturalized."
7,Edibility Rating,(2 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/HesperisMatronalis.jpg, https://pfaf.org/../Admin/PlantImages/HesperisMatronalis2.jpg"
13,Summary,"Bloom Color: Pink, Purple, White.Main Bloom Time: Mid summer. Form: Upright or erect."
14,Physical Characteristics,"Hesperis matronalis is a PERENNIAL growing to 0.8 m (2ft 7in) by 0.6 m (2ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 3 and is not frost tender.  It is in flower from May to July, and the seeds ripen from June to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, Lepidoptera (Moths & Butterflies). It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil and can tolerate drought."
15,Synonyms,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Hedgerow;
17,Edible Parts,"Leaves: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Oil: Oil,Oil: "
19,Edible Uses Description,"ng leaves - raw. Rich in vitamin C, they are used as a cress substitute in salads[183, 244]. A rather bitter flavour, though many people like the extra tang it gives to salads[244]. For culinary purposes, the leaves should be picked before the plant flowers[183]. The seed can be sprouted and added to salads[183]. The seed contains 50% of an edible oil - there is a potential for cultivation[74, 177]."
20,Medicinal Uses,"Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Vitamin C: Plants good for their vitamin C content"
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Diaphoretic  Diuretic  Vitamin CThe leaves are antiscorbutic, diaphoretic and diuretic[74, 244]. They are best harvested when the plant is in flower[244]."
22,Other Uses,"Essential: Essential oils that are used in perfumery, medicines, paint solvents, insect repellents etc.,Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses."
23,Other Uses Description,"An essential oil from the seed is used in perfumery[46, 61]. The plant is cultivated for this purpose."
24,Cultivation Details,
25,Cultivation Details Description,"Landscape Uses:Border, Massing, Specimen, Woodland garden. Prefers a rich moist well-drained soil, succeeding in full sun or semi-shade[111, 244]. Requires a neutral to alkaline soil[200]. Prefers an alkaline soil[190]. Tolerates poor soils[200, 233]. Grows well in damp, shady or grassy places[187]. Established plants are drought resistant[190]. Plants are hardy to about -20°c[187]. A very ornamental plant[1], it is a short-lived perennial[187] and is often grown as a biennial. A good bee, butterfly and moth plant, it is a specific food plant for the orange-tip butterfly[17, 30, 200]. The flowers are very aromatic with a clove-like fragrance, this is especially apparent in the evening[188, 245]. They usually have very little scent during the day and thus obtained a reputation in folk-lore for deceit[244]. The plant is sometimes cultivated for the essential oil contained in its seed[61].  Special Features:Not North American native, Naturalizing, Attracts butterflies, Suitable for cut flowers, Fragrant flowers."
26,Plant Propagation,"Seed - sow spring in an outdoor seedbed and plant them out in late summer[111]. Germination should take place within 3 weeks. The seed can also be sown in early spring in a warm greenhouse. When large enough to handle, prick the seedlings out into individual pots and plant them out in late spring. The seed can also be sown in July for planting out in the following spring. Division. Plants are short-lived perennials, division may not be worthwhile. Cuttings in summer 7cm long in a shady border[111]. Only done with named varieties being grown for ornament, it is not worthwhile otherwise."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
