,Attributes,Description
0,Latin Name,Rosa nutkana
1,Common Name,"Nootka Rose, Bristly Nootka rose"
2,Family,Rosaceae
3,USDA hardiness,4-8
4,Known Hazards,There is a layer of hairs around the seeds just beneath the flesh of the fruit. These hairs can cause irritation to the mouth and digestive tract if ingested.
5,Habitats,Woods and open places at moderate elevations[60].
6,Range,North-western N. America.
7,Edibility Rating,(3 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/RosaNutkana.jpg, https://pfaf.org/../Admin/PlantImages/RosaNutkana2.jpg"
13,Summary,
14,Physical Characteristics,"Rosa nutkana is a deciduous Shrub growing to 2.7 m (8ft 10in).  See above for USDA hardiness. It is hardy to UK zone 4.  It is in flower from June to July, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,R. fraxinifolia. non Borkh.
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Hedge;
17,Edible Parts,"Flowers: ,Fruit: ,Seed: includes nuts, cereals, peas and beans.,Shoots: ,Stem: this often intergrades into leaves."
18,Edible Uses,"Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"Fruit - raw or cooked[2, 101, 118, 161, 257]. The taste is best after a frost[172]. Juicy, pleasantly acid and a good source of vitamin C[183]. The fruit can be dried, powdered and added to tea as a flavouring or used in its own right as a fruity-flavoured tea[21, 101, 183]. The fruit is about 20mm in diameter[200], but there is only a thin layer of flesh surrounding the many seeds[K]. Some care has to be taken when eating this fruit, see the notes above on known hazards. Petals - raw. The petals are pleasantly aromatic, but you need to remove the bitter white base[172]. Young shoots - raw or cooked. Peeled and eaten in spring when they are still tender[101, 172, 177, 183, 257]. The seed is a good source of vitamin E, it can be ground and mixed with flour or added to other foods as a supplement[102, 183]. Be sure to remove the seed hairs[102]. The peeled stems are used to make a beverage[257]. The leaves are used to make a tea[257]."
20,Medicinal Uses,"Analgesic: Relieves pain.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Birthing aid: Used in facilitating birth, but not just to cause uterine contrctions.,Cancer: Used in the treatment of cancer.,Foot care: Plants that are used in various ways to treat foot problems.,Ophthalmic: Treats eye complaints.,Stings: Used in the treatment of stings and insect bites.,Vitamin C: Plants good for their vitamin C content,Women's complaints: A very vague title, it deals with a miscellany of problems peculiar to the female sex."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Analgesic  Astringent  Birthing aid  Cancer  Foot care  Ophthalmic  Stings  Vitamin C  Women's complaintsAn infusion of the roots and sprouts has been used as an eyewash for sore eyes[257]. A decoction of the roots has been used by women after giving birth and also in the treatment of sore throats[257]. A decoction of the bark has been taken to ease the labour pains of childbirth[257]. A poultice of the chewed leaves has been used to alleviate the pain of bee stings[257]. A decoction of the branches, combined with chokecherry (Prunus virginiana) and red willow (Salix bonplandiana), has been used in the treatment of various women's complaints, diarrhoea and vomiting[257]. The leaves have been placed in shoes as a protection from athletes foot[257]. The fruit of many members of this genus is a very rich source of vitamins and minerals, especially in vitamins A, C and E, flavanoids and other bio-active compounds. It is also a fairly good source of essential fatty acids, which is fairly unusual for a fruit. It is being investigated as a food that is capable of reducing the incidence of cancer and also as a means of halting or reversing the growth of cancers[214]."
22,Other Uses,"Hedge: Plants that can be grown as hedges.,Hedge: Plants that can be grown as hedges."
23,Other Uses Description,The plant makes a good informal hedge[1].
24,Cultivation Details,
