,Attributes,Description,age
0,Latin Name,Tagetes filifolia,
1,Common Name,Irish Lace,
2,Family,Asteraceae or Compositae,
3,USDA hardiness,8-11,
4,Known Hazards,None known,
5,Habitats,Not known,
6,Range,C. and S. America - Mexico to Costa Rica,
7,Edibility Rating,(1 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Half Hardy,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG",
13,Summary,,
14,Physical Characteristics,"Tagetes filifolia is a ANNUAL growing to 0.4 m (1ft 4in).  See above for USDA hardiness. It is hardy to UK zone 9. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,,
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.",
19,Edible Uses Description,The plants are used as a food flavouring[183].,
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,"Companion: Companion planting is the careful placement of plants (especially vegetables and herbs) which have been shown to have beneficial effects on one another.,Insecticide: Kills insects.,Repellent: Plants that are said to deter but not necessarily kill various mammals, birds, insects etc.",
23,Other Uses Description,"Although no specific mention of the following use has been seen for this species, most if not all members of this genus probably have a similar effect to a greater or lesser degree. Secretions from the roots of growing plants have an insecticidal effect on the soil, effective against nematodes and to some extent against keeled slugs. These secretions are produced about 3 - 4 months after sowing[200]. The growing plant is also said to repel insects and can be grown amongst crops such as potatoes and tomatoes. Dynamic accumulator.",
24,Cultivation Details,,
25,Cultivation Details Description,"Requires a well-drained moderately fertile soil in a sunny position[200]. Grows well in heavy clay soils and in sandy soils[188]. Grows well with tomatoes. Removing dead flowers before the seed is formed will extend the flowering season[188]. Plants are prone to slugs, snails and botrytis[188].",
26,Plant Propagation,"Seed - sow March in a greenhouse. Only just cover the seed. Germination usually takes place within 2 weeks. When they are large enough to handle, prick the seedlings out into individual pots and plant them out after the last expected frosts.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
