,Attributes,Description,age
0,Latin Name,Thelesperma megapotamicum,
1,Common Name,Navajo Tea,
2,Family,Asteraceae or Compositae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,Sandy or rocky prairies and roadsides in Texas[274]. Dry sandy soils in south-western S. Dakota.,
6,Range,Western N. America.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Half Hardy,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ThelespermaMegapotamicum.jpg, https://pfaf.org/../Admin/PlantImages/ThelespermaMegapotamicum2.jpg",
13,Summary,"UPDATE: This plant, Thelesperma megapotamicum, was originally named Thelesperma megapotanicum in this database.",
14,Physical Characteristics,"Thelesperma megapotamicum is a PERENNIAL growing to 0.5 m (1ft 8in).  See above for USDA hardiness. It is hardy to UK zone 9. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,Thelesperma megapotanicum,
16,Plant Habitats,,
17,Edible Uses Description,"Flower buds[183]. No more details are given. A tea is made from the fresh or dried leaves and flowering stems[257, 183]. When well made it is delicious, with just a hint of mint in its aftertaste[183].",
18,Medicinal Uses,,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.The plant has been used in the treatment of children with tuberculosis[257]. An infusion of the leaves and stems has been used as a 'nervous stimulant'[257]. An infusion of the leaves and stems has been used as a treatment for the teeth[257].,
20,Other Uses,,
21,Other Uses Description,A yellow dye is obtained from the flowers[61]. Reddish-brown according to another report[257]. A brown dye is obtained from the leaves and stems[61]. An orange-yellow dye can be obtained from the boiled roots[257].,
22,Cultivation Details,,
23,Cultivation Details Description,"Succeeds in any moderately fertile well-drained soil in full sun[200]. This species is not very hardy outdoors in Britain, usually requiring cold greenhouse treatment[1]. According to one report this species might be no more than a synonym for T. gracile[183].",
24,Plant Propagation,"Seed - sow spring in situ, only just covering the seed. In dry weather the seed should be watered in. Division might be possible.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
