,Attributes,Description,age
0,Latin Name,Vinca minor,
1,Common Name,"Lesser Periwinkle, Flower of Death, English Holly, Creeping Myrtle, Creeping Vinca, Common Periwink",
2,Family,Apocynaceae,
3,USDA hardiness,4-9,
4,Known Hazards,"Large quantities of the plant are poisonous[19, 65].",
5,Habitats,"Fields, woodland edges, copses and hedgerows[7, 13, 17]. Ash and oak-hornbeam woods on better soils in central Europe[17].",
6,Range,"Europe, possibly also including Britain, from Denmark south and east to Spain and W. Asia.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full shade,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/VincaMinor.jpg, https://pfaf.org/../Admin/PlantImages/VincaMinor2.jpg",
13,Summary,"Bloom Color: Blue, Lavender, Purple, White. Main Bloom Time: Early summer, Early spring, Late spring, Mid spring. Form: Prostrate, Spreading or horizontal, Variable spread.",
14,Physical Characteristics,"Vinca minor is an evergreen Shrub growing to 0.2 m (0ft 8in) by 1 m (3ft 3in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 4 and is not frost tender. It is in leaf all year, in flower from April to May. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in full shade (deep woodland) semi-shade (light woodland) or no shade. It prefers dry or  moist soil and can tolerate drought.",
15,Synonyms,Pervinca heterophyla. Pervinca minor. Pervinca procumbens. Vinca acutiflora . Vinca ellipticifolia.,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Shady Edge; not Deep Shade; Ground Cover; Hedgerow;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Bitter: Increases the appetite and stimulates digestion by acting on the mucous membranes of the mouth. Also increases the flow of bile, stimulates repair of the gut wall lining and regulates the secretion of insulin and glucogen.,Detergent: A cleansing agent, used on wounds etc. It removes dead and diseased matter.,Homeopathy: A plant used in homeopathic treatments.,Hypotensive: Reduces blood pressure, it is used in the treatment of high blood pressure,Sedative: Gently calms, reducing nervousness, distress and irritation.,Stomachic: Aids and improves the action of the stomach.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
