,Attributes,Description
0,Latin Name,Galium triflorum
1,Common Name,Fragrant Bedstraw
2,Family,Rubiaceae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,"Moist woods near sea level, to moderate elevations in the mountains in Western N. America."
6,Range,Circumboreal.
7,Edibility Rating,(1 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Well drained soil,Moist Soil,Semi-shade"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/GaliumTriflorum.gif, https://pfaf.org/../Admin/PlantImages/GaliumTriflorum2.gif"
13,Summary,
14,Physical Characteristics,"Galium triflorum is a PERENNIAL growing to 0.6 m (2ft). The species is hermaphrodite (has both male and female organs) and is pollinated by Flies, beetles. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland). It prefers dry or  moist soil."
15,Synonyms,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge;
17,Edible Parts,Leaves: 
18,Edible Uses,"Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"Leaves - raw or cooked[62, 172]. A tea is made from the flowering stems[172]."
20,Medicinal Uses,"Kidney: Used in the treatment of kidney diseases,Lithontripic: Removes stones from the kidney, bladder etc."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Kidney  LithontripicAn infusion of the plant has been used in the treatment of gallstones and kidney complaints[257]. A poultice of the whole plant has been used to treat backaches in babies[257]. Both Asperuloside (a terpenoid) and Coumarin (a benzopyrone) occur in some species of Galium. Asperuloside can be converted into prostaglandins (hormone-like compounds that stimulate the uterus and affect blood vessels), making the genus of great interest to the pharmaceutical industry[238]."
22,Other Uses,"Cosmetic: Used to improve the physical appearence of a person.,Dye: Plants that provide dyes.,Hair: Plants used as hair shampoos, tonics, to treat balding etc.,Stuffing: Used in making soft toys, mattresses, pillows etc."
23,Other Uses Description,"A red dye is obtained from the root[168]. The plant is aromatic. It has been crushed and used as a perfume, particularly by women[257]. The aroma is given off as the plant dries[257]. A poultice of the whole plant has been rubbed on the scalp to encourage hair growth[257]. The plant is used as a stuffing material for mattresses etc[172]."
24,Cultivation Details,
25,Cultivation Details Description,Prefers a loose moist leafy soil in some shade[200]. Tolerates dry soils but the leaves quickly become scorched when growing in full sun[200]. This species does not thrive in a hot climate[200].
26,Plant Propagation,"Seed - best sown in situ as soon as it is ripe in late summer[200]. The seed can also be sown in situ in the spring though it may be very slow to germinate[200]. Division in spring. The plant can be successfully divided throughout the growing season if the divisions are kept moist until they are established[200]. Very easy, larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
