,Attributes,Description,age
0,Latin Name,Sambucus nigra,
1,Common Name,"Elderberry - European Elder, Black elderberry, American black elderberry, Blue elderberry, Europea",
2,Family,Caprifoliaceae,
3,USDA hardiness,5-10,
4,Known Hazards,"The leaves and stems are poisonous[9, 76]. The fruit of many species (although no records have been seen for this species) has been known to cause stomach upsets to some people. Any toxin the fruit might contain is liable to be of very low toxicity and is destroyed when the fruit is cooked[65, 76].",
5,Habitats,"Hedgerows, scrub, woods, roadsides, waste places etc, especially on disturbed base-rich and nitrogen rich soils[9, 17].",
6,Range,"Europe, including Britain, from Scandanavia south and east to N. Africa and W. Asia.",
7,Edibility Rating,(4 of 5),
8,Other Uses,(5 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/SambucusNigra.jpg, https://pfaf.org/../Admin/PlantImages/SambucusNigra2.jpg",
13,Summary,"Elderberry is native to most of Europe and North America. It has excellent edible, medicinal and other uses. The flavour of the raw fruit is not acceptable to all tastes, though when cooked it makes delicious jams, preserves, pies etc. It can be used fresh or dried, the dried fruit being less bitter. The fruit is used to add flavour and colour to preserves, jams, pies, sauces, chutneys etc., and is used to make wine. The fruit is about 8mm in diameter and is borne in large clusters in late summer to early autumn. Flowers can be eaten raw, cooked or dried for later use. The flowers are crisp and somewhat juicy. They have an aromatic smell and flavour and are delicious raw as a refreshing snack on a summers day, though one must look out for insects. The flowers are used to add a muscatel flavour to stewed fruits, jellies and jams (especially gooseberry jam). They are often used to make a sparkling wine. Sweet tea is made from the dried flowers. The leaves are used to impart a green colouring to oils and fats. Bloom Color: White. Main Bloom Time: Early summer. Form: Rounded.",
14,Physical Characteristics,"Sambucus nigra is a deciduous Shrub growing to 6 m (19ft) by 6 m (19ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 5 and is not frost tender. It is in leaf from March to November, in flower from June to July, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Flies. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil. The plant can tolerate maritime exposure. It can tolerate atmospheric pollution.",
15,Synonyms,Sambucus graveolens. Sambucus peruviana,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Shady Edge; Hedge;,
17,Edible Parts,"Flowers: ,Fruit: ",
18,Edible Uses,"Colouring: edible dyes,Tea: the various herb teas that can be used in place of tea, plus the genuine article.",
