,Attributes,Description
0,Latin Name,Ferula assa
1,Common Name,"Asafoetida - Devil's Dung. Hing (Indian), Asafetida"
2,Family,Apiaceae or Umbelliferae
3,USDA hardiness,7-10
4,Known Hazards,Do not use orally. Avoid during pregnancy as possible increased bleeding. Topical use may cause skin irritation [301].
5,Habitats,Deserts[74].
6,Range,W. Asia - Afghanistan to Iran.
7,Edibility Rating,(3 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Frost Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/FerulaAssa-foetida.gif, https://pfaf.org/../Admin/PlantImages/FerulaAssa-foetida2.gif"
13,Summary,
14,Physical Characteristics,"Ferula assa-foetida is a PERENNIAL growing to 2 m (6ft) by 1.5 m (5ft).  See above for USDA hardiness. It is hardy to UK zone 8.  It is in flower in July. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,Ferula foetida. Ferula hooshee
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Shoots: "
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.,Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods."
19,Edible Uses Description,"umLeaves and young shoots - cooked as a vegetable[2, 4, 177, 183]. The plant has a foetid odour, but this disappears when it is boiled[2]. The cabbage-like folded heads are eaten raw as a delicacy[183]. Root - cooked[2, 4]. It needs to be steeped in order to remove a bitterness[74]. A starch extracted from the roots is used to make a porridge[74]. A gum-resin from the root is used as a food flavouring[171]. It is an essential ingredient of Worcester sauce, it is also used to flavour a wide range of dishes and drinks[183]. It is popular in natural food cuisine as a garlic substitute[183]. The resin obtained from this plant is probably the foulest-smelling of all herbs, with a sulphurous garlic-like odour[7, 238]. It is so nauseating to some people that it has been nicknamed 'dung of the devil'[7]. However, in judicious quantities it gives a surprisingly pleasant flavour to many foods[238]."
20,Medicinal Uses,"Alterative: Causes a gradual beneficial change in the body, usually through improved nutrition and elimination, without having any marked specific action.,Antiperiodic: Counteracts recurring illnesses such as malaria.,Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Aphrodisiac: Increases the sexual appetite.,Cardiotonic: A tonic for the heart.,Carminative: Reduces flatulence and expels gas from the intestines.,Deobstruent: Clears obstructions from the natural ducts of the body.,Deodorant: Masks smells. Is this medicinal?,Expectorant: Clears phlegm from the chest by inducing coughing.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Parasiticide: Treats external parasites such as ringworm This should perhaps be joined with Parasiticide in ,Sedative: Gently calms, reducing nervousness, distress and irritation.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Alterative  Antiperiodic  Antispasmodic  Aphrodisiac  Cardiotonic  Carminative  Deobstruent  Deodorant  Expectorant  Laxative  Parasiticide  Sedative  Stimulant  TonicAsafoetida is a very effective medicinal herb that acts mainly on the digestive system, cleansing and strengthening the gastro-intestinal tract[238]. It is much used in the Ayurvedic tradition[238]. The gum-resin contains a volatile oil that is as persistent in aroma as garlic. They leave the body via the respiratory system and aid the coughing up of congested mucous[254]. The pungently flavoured gum-resin that is obtained from the root is alterative, anthelmintic, antiperiodic, antispasmodic, carminative, deobstruent, deodorant, expectorant, laxative, sedative and stomachic[7, 21, 176, 218]. It is used in the treatment of simple digestive problems such as wind, bloating, indigestion and constipation, and also for respiratory problems such as bronchitis, bronchial asthma and whooping cough[254]. It is also used as a circulatory stimulant, lowering blood pressure and thinning the blood[7, 21, 165, 176, 254]. The resin has a synergistic effect on other herbal preparations such as camphor, valerian and nux-vomica[7]. It is used in tincture as a mild cardio-tonic[7]. As an aphrodisiac [301]. See below under 'Uses notes' for details on harvesting the resin."
22,Other Uses,"Deodorant: A pleasant smelling plant that is used on the body to mask the human smell.,Essential: Essential oils that are used in perfumery, medicines, paint solvents, insect repellents etc.,Gum: Gums have a wide range of uses, especially as stabilizers, emulsifiers, thickening agents, adhesives etc.,Parasiticide: Kills external body parasites such as hair lice."
23,Other Uses Description,"A gum-resin is obtained from incisions in the roots and rhizomes[114]. The stem is removed at the end of the growing season, the root uncovered and a thin slice removed[74]. Another report says that the stem is removed as the plant starts to flower[238]. The gum exudes and hardens and a fresh slice is then made[74]. The gum should be stored in an air-tight container to prevent its strong flavour contaminating nearby substances[238]. The gum is a source of an essential oil which has medicinal properties and is also used as a food flavouring and in perfumery[46, 57, 61]."
24,Cultivation Details,
25,Cultivation Details Description,"Succeeds in most soils[1]. Prefers a deep fertile soil in a sunny position[200]. This species is not hardy in the colder areas of the country, it tolerates temperatures down to between -5 and -10°c[200]. Plants have a long taproot and are intolerant of root disturbance[200]. They should be planted into their final positions as soon as possible. Monocarpic, the plant takes some years before it flowers and dies after flowering[74]. In Britain, the plants usually flower after about 5 years[238]. The whole plant, especially when bruised, has an unpleasant smell like stale fish[245]."
