,Attributes,Description
0,Latin Name,Epilobium palustre
1,Common Name,Marsh Willow Herb
2,Family,Onagraceae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,"Marshes, acid fens, ditches etc[17]."
6,Range,"Europe, including Britain, north to Lapland and Iceland, temperate Asia, N. America and Greenland."
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/EpilobiumPalustre.gif, https://pfaf.org/../Admin/PlantImages/EpilobiumPalustre2.gif"
13,Summary,
14,Physical Characteristics,"Epilobium palustre is a PERENNIAL growing to 0.4 m (1ft 4in). The species is hermaphrodite (has both male and female organs) and is pollinated by Bees.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Bog Garden;
17,Edible Parts,"Leaves: ,Shoots: "
18,Edible Uses,
19,Edible Uses Description,"Leaves and young shoots - cooked[105, 177]."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"Prefers a well-drained but moisture retentive soil in a sunny position[200]. Succeeds in most soils[1]. A calcifuge plant, it requires a lime-free soil[17]."
26,Plant Propagation,"Seed - sow early spring in situ or as soon as the seed is ripe. Division in spring or autumn. Very easy, larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
