,Attributes,Description
0,Latin Name,Inula britannica
1,Common Name,"Xuan Fu Hua, British yellowhead"
2,Family,Asteraceae or Compositae
3,USDA hardiness,6-9
4,Known Hazards,None known
5,Habitats,"Moist meadows, streamsides, ditches, wet woods etc[17]."
6,Range,"Europe to E. Asia. Formerly naturalized in Britain, but probably now extinct there[17]."
7,Edibility Rating,(0 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/InulaBritannica.jpg, https://pfaf.org/../Admin/PlantImages/InulaBritannica2.jpg"
13,Summary,
14,Physical Characteristics,"Inula britannica is a PERENNIAL growing to 0.8 m (2ft 7in) by 0.5 m (1ft 8in).  See above for USDA hardiness. It is hardy to UK zone 7.  It is in flower from August to October, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist or  wet soil."
15,Synonyms,
16,Plant Habitats,Meadow; Bog Garden;
17,Edible Uses Description,None known
18,Medicinal Uses,"Antibacterial: Kills bacteria.,Antiemetic: Prevents vomiting.,Cancer: Used in the treatment of cancer.,Carminative: Reduces flatulence and expels gas from the intestines.,Cholagogue: Increases the flow of bile and its discharge from the body.,Deobstruent: Clears obstructions from the natural ducts of the body.,Depurative: Eliminates toxins and purifies the system, especially the blood.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Expectorant: Clears phlegm from the chest by inducing coughing.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Resolvent: Breaks down tumors. This might be placed under antitumor.,Stomachic: Aids and improves the action of the stomach.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.,Vulnerary: Promotes the healing of wounds."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antibacterial  Antiemetic  Cancer  Carminative  Cholagogue  Deobstruent  Depurative  Diuretic  Expectorant  Laxative  Resolvent  Stomachic  Tonic  VulneraryXuan Fu Hua is used in Chinese herbalism as a mildly warming expectorant remedy and it is especially suitable where phlegm has accumulated in the chest[254]. The flowers are more commonly used, but the leaves are also used, generally for less serious conditions[254]. The leaf is discutient and vulnerary[218]. The flowers are antibacterial, carminative, cholagogue, deobstruent, depurative, diuretic, expectorant, laxative, stomachic and tonic[218]. They are used internally in the treatment of bronchial complaints with profuse phlegm, nausea and vomiting, hiccups and flatulence[176, 238]. The flowers have an antibacterial action, but this can be destroyed by proteins in the body[176]. The plant is harvested when in flower and can be dried for later use[254]. The root is discutient, resolvent and vulnerary[218]. The plant has been mentioned as a possible treatment for cancer of the oesophagus[218]."
20,Other Uses,
21,Other Uses Description,None known
22,Cultivation Details,
23,Cultivation Details Description,Succeeds in a sunny position in any moderately fertile well-drained soil[200]. Grows well in heavy clay soils. Plants are hardy to at least -15°c[238]. The sub-species I. britannica chinensis is the form used medicinally[238].
24,Plant Propagation,"Seed - sow spring or autumn in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. If you have sufficient seed, it is worthwhile trying a sowing in situ in the spring or the autumn. Division in spring or autumn[111]."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
