,Attributes,Description,age
0,Latin Name,Rhodomyrtus tomentosa,
1,Common Name,Ceylon Hill Gooseberry,
2,Family,Myrtaceae,
3,USDA hardiness,9-11,
4,Known Hazards,None known,
5,Habitats,"Thrives in open, often degraded sandy sites, along the shore and on river banks. Where it grows, other plants seem not to be able to compete with it, hence almost pure stands exist[303].",
6,Range,"E. Asia - China, southern Japan, India, Sri Lanka, Myanmar, Thailand, Cambodia, Laos, Vietnam, Malaysia, Indonesia, Philippines.",
7,Edibility Rating,(4 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Tender,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Rhodomyrtus_tomentosa1.JPEG, https://pfaf.org/../Admin/PlantImages/Rhodomyrtus_tomentosa2.JPEG",
13,Summary,,
14,Physical Characteristics,"Rhodomyrtus tomentosa is an evergreen Shrub growing to 4 m (13ft) by 3 m (9ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10. The flowers are pollinated by Insects. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid and saline soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,Cynomyrtus tomentosa (Aiton) Scriv. Myrtus canescens Lour. Myrtus tomentosa Aiton. R. tomentosa var. tomentosa,
16,Plant Habitats,,
17,Edible Parts,"Flowers: ,Fruit: ,Leaves: ",
18,Edible Uses,"Drink: not including plant saps, tea or coffee substitutes.",
19,Edible Uses Description,"Fruit - usually eaten raw, they are also made into pies, tarts, jellies or used in salads [301 ]. Fruit makes an excellent jam. The fully ripe fruit is sweet and much liked by children [303 ]. It is somewhat astringent before it is fully mature [303 ]. In Cambodia and Vietnam, fermented fruit makes an alcoholic wine-like drink called 'ruou sim (myrtle wine)'. In Vietnam, the fruits are freshly canned with syrup for export. The purple oblong fruit is up to 15mm long and 10mm wide[200 ].",
20,Medicinal Uses,"Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.",
