,Attributes,Description
0,Latin Name,Pycnanthemum flexuosum
1,Common Name,"Mountain Mint, Appalachian mountainmint"
2,Family,Lamiaceae or Labiatae
3,USDA hardiness,4-8
4,Known Hazards,None known
5,Habitats,"Upland prairies, pastures, meadows, open woodland and roadsides[228]."
6,Range,"Eastern N. America - Maine to Florida, New York, Minnesota, Kansas and Texas."
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PycnanthemumFlexuosum.jpg, https://pfaf.org/../Admin/PlantImages/PycnanthemumFlexuosum2.jpg"
13,Summary,
14,Physical Characteristics,"Pycnanthemum flexuosum is a PERENNIAL growing to 1 m (3ft 3in) by 0.5 m (1ft 8in).  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,Koellia flexuosa.
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Cultivated Beds;
17,Edible Uses Description,"One report says that the plant is used for food, but gives no details[257]."
18,Medicinal Uses,"Analgesic: Relieves pain.,Diaphoretic: Induces perspiration.,Febrifuge: Reduces fevers.,Stomachic: Aids and improves the action of the stomach."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Analgesic  Diaphoretic  Febrifuge  StomachicThe leaves and flowering stems are popularly used in the treatment of bowel complaints[207]. A hot infusion of the plant is diaphoretic[207]. The plant is also used internally in the treatment of stomach upsets, fevers, colds and sinus headaches[238, 257]. A poultice of the leaves is used in the treatment of headaches[257]. A warm infusion of the plant has been used to bathe an inflamed penis[257]. The plant is harvested as it comes into flower and can be used fresh or dried."
20,Other Uses,
21,Other Uses Description,None known
22,Cultivation Details,
23,Cultivation Details Description,"Succeeds in most soils[1] but prefers a rich loamy soil in full sun or partial shade with plenty of moisture in the growing season[200]. Hardy to at least -15°c[200]. The correct name for this species should be P. tenuifolium. Schrad.[228]. The bruised leaves are very aromatic[200]. For polyculture design as well as the above-ground architecture (form - tree, shrub etc. and size shown above) information on the habit and root pattern is also useful and given here if available. The plant growth habit is a clumper with limited spread [1-2]. The root pattern is rhizomatous with underground stems sending roots and shoots along their length [1-2]."
24,Plant Propagation,"Seed - sow spring or autumn in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. If there are sufficient seeds they can be sown in an outdoor seedbed in April. Division in spring."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
