,Attributes,Description,age
0,Latin Name,Cyperus esculentus,
1,Common Name,"Tiger Nut, Yellow nutsedge, Nut Grass",
2,Family,Cyperaceae,
3,USDA hardiness,8-10,
4,Known Hazards,None known,
5,Habitats,"Muddy soil and shallow water, also as a weed of cultivated ground in southern Europe[50].",
6,Range,"Original range is obscure, the plant is a widespread weed from the Tropics to the Temperate zone.",
7,Edibility Rating,(4 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Frost Hardy,Moist Soil,Wet Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CyperusEsculentus.gif, https://pfaf.org/../Admin/PlantImages/CyperusEsculentus2.gif",
13,Summary,,
14,Physical Characteristics,"Cyperus esculentus is a PERENNIAL growing to 0.9 m (3ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 8. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist or  wet soil.",
15,Synonyms,,
16,Plant Habitats,Bog Garden; Cultivated Beds;,
17,Edible Parts,"Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.",
18,Edible Uses,"Oil: Oil,Oil: Oil,Coffee: the various substitutes that can be used instead of coffee.,Oil: ,Oil: ",
19,Edible Uses Description,"ber - raw, cooked or dried and ground into a powder[2, 4, 55, 62, 85, 95, 183].They are also used in confectionery[183]. A delicious nut-like flavour[1, 61, 183] but rather chewy and with a tough skin[K]. They taste best when dried[27]. They can be cooked in barley water to give them a sweet flavour and then be used as a dessert nut[183]. A refreshing beverage is made by mixing the ground tubers with water, cinnamon, sugar, vanilla and ice[183]. The ground up tuber can also be made into a plant milk with water, wheat and sugar[183]. An edible oil is obtained from the tuber. It is considered to be a superior oil that compares favourably with olive oil[183]. The roasted tubers are a coffee substitute[2, 62, 183]. The base of the plant can be used in salads[183]. (This probably means the base of the leaf stems[K])",
