,Attributes,Description
0,Latin Name,Sarcobatus vermiculatus
1,Common Name,Greasewood
2,Family,Chenopodiaceae
3,USDA hardiness,4-8
4,Known Hazards,None known
5,Habitats,"Alkaline or saline soils in semiarid or arid plains, alkali flats, slopes, desert-shrub communities, sagebrush, saltflats, roadsides, fencerows, dry washes at elevations of 600 - 2400 metres[270]."
6,Range,South-western N. America - Nebraska and Wyoming to Nevada and New Mexico.
7,Edibility Rating,(2 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/SarcobatusVermiculatus.jpg, https://pfaf.org/../Admin/PlantImages/SarcobatusVermiculatus2.jpg"
13,Summary,
14,Physical Characteristics,"Sarcobatus vermiculatus is a deciduous Shrub growing to 2.7 m (8ft 10in).  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower in July, and the seeds ripen in September. The species is dioecious (individual flowers are either male or female, but only one sex is to be found on any one plant so both male and female plants must be grown if seed is required).  and is pollinated by Wind. The plant is not self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought."
15,Synonyms,S. maximilianii.
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Leaves: ,Seed: includes nuts, cereals, peas and beans.,Shoots: "
18,Edible Uses,
19,Edible Uses Description,"Young shoots - cooked[105, 161]. Used as greens[257]. The young twigs are cut into short pieces and boiled until tender[183]. The seeds are occasionally consumed[61, 105, 161, 183]. They are used as a food at times when other foods are in short supply[257]. The seeds are about 2mm in diameter[270]."
20,Medicinal Uses,"Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Odontalgic: Treats toothache (temporary measure only) and other problems of the teeth and gums.,Stings: Used in the treatment of stings and insect bites."
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Astringent  Odontalgic  StingsThe crushed leaves have been used to treat insect bites[257]. An infusion of the burnt plant has been used in the treatment of diarrhoea and bleeding from the rectum[257]. The wood or the roots can be heated until they are burnt or blackened and then used on aching and decayed teeth[257].
22,Other Uses,"Fuel: Usually wood, plant materials that have been mentioned as being a good fuel.,Wood: A list of the trees and shrubs that are noted for having useful wood."
23,Other Uses Description,"The wood is used for fuel, for want of better materials in the areas where it grows wild[235]. The wood is strong[257]. It has been used in general construction[257]."
24,Cultivation Details,
25,Cultivation Details Description,"An easily grown plant[200], succeeding in a sunny position in most well-drained soils[11, 200]. Tolerates alkaline and saline soils[11]. Plants can be dioecious or monoecious. Male and female plants must be grown if seed is required."
26,Plant Propagation,"Seed - we have no information for this species but suggest sowing the seed in early spring in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. Cuttings of half-ripe wood are worth trying in July/August."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
