,Attributes,Description
0,Latin Name,Rhamnus saxatilis
1,Common Name,"Avignon Berry, Rock buckthorn"
2,Family,Rhamnaceae
3,USDA hardiness,5-9
4,Known Hazards,"There is the suggestion that this species could be mildly poisonous[19, 65]."
5,Habitats,"Rocky places on calcareous soils in the Mediterranean[1, 50]."
6,Range,S.W. Europe.
7,Edibility Rating,(0 of 5)
8,Other Uses,(1 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/RhamnusSaxatilis.jpg, https://pfaf.org/../Admin/PlantImages/RhamnusSaxatilis2.jpg"
13,Summary,
14,Physical Characteristics,"Rhamnus saxatilis is a deciduous Shrub growing to 2 m (6ft 7in).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower in May, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,R. infectoria. L.
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade;
17,Edible Uses Description,None known
18,Medicinal Uses,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
20,Other Uses,Dye: Plants that provide dyes.
21,Other Uses Description,"A yellow to greenish dye is obtained from the unripe fruit[1, 11, 57, 103, 171]. This dye was at one time commonly used until the advent of chemically produced dyes."
22,Cultivation Details,
23,Cultivation Details Description,Succeeds in any reasonably good soil[11]. Requires a calcareous soil[50]. Formerly cultivated as a dye plant[61]. The species in this genus are notably resistant to honey fungus[200].
24,Plant Propagation,"Seed - best sown in the autumn in a cold frame. Stored seed will require 1 - 2 months cold stratification at about 5° and should be sown as early in the year as possible in a cold frame or outdoor seedbed[200]. Prick out the seedlings into individual pots when they are large enough to handle, and grow them on in the greenhouse or cold frame for their first winter. Plant them out in late spring or early summer of the following year. Cuttings of half-ripe wood, July/August in a frame[113]. Cuttings of mature wood of the current year's growth, autumn in a frame. Layering in early spring[4]."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
