,Attributes,Description
0,Latin Name,Senecio viscosus
1,Common Name,"Sticky Groundsel, Sticky ragwort"
2,Family,Asteraceae or Compositae
3,USDA hardiness,5-9
4,Known Hazards,"All parts of the plant are poisonous to many mammals, including humans. The toxin affects the liver and has a cumulative affect[9, 65]. Some mammals, such as rabbits, do not seem to be harmed by the plant, and will often seek it out[4]. Various birds also eat the leaves and seeds[4]."
5,Habitats,"Dry banks of ditches, dry waste ground, railway banks and tracks, sea shores[4, 17]."
6,Range,"Europe, including Britain, south and east from Scandanavia to Spain and W. Asia."
7,Edibility Rating,(0 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/SenecioViscosus.jpg, https://pfaf.org/../Admin/PlantImages/SenecioViscosus2.jpg"
13,Summary,
14,Physical Characteristics,"Senecio viscosus is a ANNUAL growing to 0.4 m (1ft 4in).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from July to September, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil. The plant can tolerate maritime exposure."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Uses Description,None known
18,Medicinal Uses,"Carminative: Reduces flatulence and expels gas from the intestines.,Emetic: Induces vomiting."
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Carminative  EmeticThe leaves are carminative and emetic[4].
20,Other Uses,
21,Other Uses Description,None known
22,Cultivation Details,
23,Cultivation Details Description,See the plants native habitat for ideas on its cultivation needs. The plant has an unpleasant odour[4].
24,Plant Propagation,Seed - sow spring in situ.
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
