,Attributes,Description,age
0,Latin Name,Chrysanthemum carinatum,
1,Common Name,"Tricolor Chrysanthemum, Painted Daisy, Summer Chrysanthemum",
2,Family,Asteraceae or Compositae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,The original habitat is obscure.,
6,Range,N. Africa - Possibly Morocco.,
7,Edibility Rating,(2 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ChrysanthemumCarinatum .jpg, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG",
13,Summary,"Bloom Color: White.Main Bloom Time: Early summer, Early fall, Late summer, Mid summer. Form: Irregular or sprawling, Upright or erect.",
14,Physical Characteristics,"Chrysanthemum carinatum is a ANNUAL growing to 0.6 m (2ft) at a fast rate. It is in flower from July to September, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, beetles, Lepidoptera (Moths & Butterflies). The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,C. tricolor.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Leaves: ,Shoots: ",
18,Edible Uses,,
19,Edible Uses Description,"Young shoots - raw or cooked[33, 52, 177]. Use them before the plant flowers, they are at their best when 12cm or less tall[33]. The leaves quickly wilt once picked, so are best harvested as required[K].",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"Landscape Uses:Border, Container, Ground cover, Massing, Seashore. Succeeds in ordinary garden soil and in acid soils[1, 52]. Prefers a well-drained fertile soil in full sun[200]. Prefers light shade in the summer[33, 52]. Commonly grown in the flower garden[1], it is cultivated for its edible young shoots in China[266]. It makes a good edging plant[52]. Special Features:Not North American native, Naturalizing, All or parts of this plant are poisonous, Attracts butterflies, Suitable for cut flowers.",
26,Plant Propagation,Seed - sow spring in situ. The seed usually germinates within 10 - 18 days at 15°c. Autumn sowings succeed in mild areas[164].,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
