,Attributes,Description
0,Latin Name,Echinops ritro
1,Common Name,"Globe Thistle, Southern globethistle, Small Globe Thistle"
2,Family,Asteraceae or Compositae
3,USDA hardiness,3-10
4,Known Hazards,None known
5,Habitats,Gravely places on mountain slopes at elevations of 200 - 2400 metres in Tibet[266].
6,Range,Central and Eastern Europe to Central Asia.
7,Edibility Rating,(0 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/EchinopsRitro.gif, https://pfaf.org/../Admin/PlantImages/EchinopsRitro2.gif"
13,Summary,"Bloom Color: Blue. Main Bloom Time: Early fall, Late summer, Mid summer. Form: Irregular or sprawling, Upright or erect."
14,Physical Characteristics,"Echinops ritro is a PERENNIAL growing to 0.5 m (1ft 8in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 3.  It is in flower from June to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Uses Description,None known
18,Medicinal Uses,"Antiinflammatory: Reduces inflammation of joints, injuries etc.,Galactogogue: Promotes the flow of milk in a nursing mother."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antiinflammatory  GalactogogueThe root is anti-inflammatory and galactogogue[176]. It is used in the treatment of breast abscesses with inflammation, mastitis, lack of milk in nursing mothers and distension of the breast[176]."
20,Other Uses,
21,Other Uses Description,None known
22,Cultivation Details,
23,Cultivation Details Description,"Landscape Uses:Border, Container, Erosion control, Ground cover, Massing, Seashore, Specimen. Succeeds in a sunny position in any well drained soil of low or medium fertility[200]. Established plants are drought tolerant[190]. There are a number of named varieties, selected for their ornamental value[200]. The flowers are often used for dried flower displays[200]. If all the flowers are removed early in the season, the plant will often produce a second flush of bloom later in the summer[200]. Special Features:Naturalizing, Attracts butterflies, Suitable for cut flowers, Suitable for dried flowers, Extended bloom season in Zones 9A and above, Attractive flowers or blooms."
24,Plant Propagation,"Seed - sow early spring in a cold frame[111]. The seed usually germinates in 3 - 9 weeks at 25°c[175]. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. The seed can also be sown in an outdoor seedbed in mid spring and is then planted out into its permanent position in late summer or the autumn[111]. Division in autumn[111]. Root cuttings in the winter[200]."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
