,Attributes,Description,age
0,Latin Name,Meconopsis napaulensis,
1,Common Name,Himalayan Poppy,
2,Family,Papaveraceae,
3,USDA hardiness,7-10,
4,Known Hazards,None known,
5,Habitats,"Open slopes and grazed ground, 3000 - 4500 metres[51].",
6,Range,"E. Asia - Himalayas to China, Nepal and Szechwan.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Frost Hardy,Moist Soil,Semi-shade",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/MeconopsisNapaulensis.jpg, https://pfaf.org/../Admin/PlantImages/MeconopsisNapaulensis2.jpg",
13,Summary,,
14,Physical Characteristics,"Meconopsis napaulensis is a PERENNIAL growing to 2 m (6ft) by 1 m (3ft 3in).  See above for USDA hardiness. It is hardy to UK zone 8.  It is in flower in June, and the seeds ripen in August. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils. It can grow in  semi-shade (light woodland). It prefers  moist soil.",
15,Synonyms,M. wallichii.,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge;,
17,Edible Parts,,
18,Edible Uses,"Oil: Oil,Oil: ",
19,Edible Uses Description,"edible oil is extracted from the seed[105, 177, 183].",
20,Medicinal Uses,"Narcotic: Relieves pain, induces drowsiness and gives a sense of well-being.",
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.NarcoticThe root is used as a narcotic[240].,
22,Other Uses,"Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses.",
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"Grows best in a woodland soil in partial shade[1, 200]. The soil should be lime-free, moist, well-drained and moderately rich[200]. Dislikes full sun and windy positions[200]. This species is not hardy in the colder areas of the country, it tolerates temperatures down to between -5 and -10°c[200]. A very ornamental plant[1]. Monocarpic, the plants living for a number of years before flowering but then dying once they flower[200]. A fine plant for growing in open woodland[1]. Plants are subject to 'crown rot' when they are growing in damp conditions[1].",
26,Plant Propagation,"Seed - best sown in a cold frame as soon as it is ripe in late summer. Spring sown seed is slower to germinate[200]. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
