,Attributes,Description
0,Latin Name,Camassia quamash
1,Common Name,"Quamash, Small camas, Utah small camas, Walpole's small camas"
2,Family,Hyacinthaceae
3,USDA hardiness,3-7
4,Known Hazards,None known
5,Habitats,"Coastal mountain forests and wet meadows inland[60, 62]. Marshy meadows in coniferous forest, to 2300 metres[90]."
6,Range,"Western N. America - Washington to California, east to Montana and Utah."
7,Edibility Rating,(5 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CamassiaQuamash.jpg, https://pfaf.org/../Admin/PlantImages/CamassiaQuamash2.jpg"
13,Summary,
14,Physical Characteristics,"Camassia quamash is a BULB growing to 0.3 m (1ft) by 0.2 m (0ft 8in).  See above for USDA hardiness. It is hardy to UK zone 3 and is not frost tender.  It is in flower from May to June, and the seeds ripen from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,C. esculenta. Lindl.
16,Plant Habitats,Lawn; Meadow; Cultivated Beds;
17,Edible Parts,"Root: includes bulbs, corms, tubers, rhizomes etc."
18,Edible Uses,
19,Edible Uses Description,"Bulb - raw or cooked[62, 95]. The bulb, which can be up to 5cm in diameter[270], has a mild, starchy flavour when eaten raw, but a gummy texture that reduces the enjoyment of it somewhat[K]. When cooked, however, it develops a delicious sweet flavour somewhat like sweet chestnuts[92], and is a highly nutritious food[2]. Excellent when slow baked, it can also be dried and made into a powder which can be used as a thickener in stews or mixed with cereal flours when making bread, cakes etc[K]. The bulbs can be boiled down to make a molasses, this was used on festival occasions by various Indian tribes[2, 183]. The bulbs can be harvested at any time of the year[85], but are probably best in early summer when the seeds are ripe[94]. One report says that the bulbs contain inulin (a starch that cannot be digested by humans) but that this breaks down when the bulb is cooked slowly to form the sugar fructose which is sweet and easily digested[256]. Quamash bulbs were a staple food of the N. American Indians[42, 92]. The tribes would move to the Quamash fields in the early autumn and, whilst some people harvested the bulbs, others would dig a pit, line it with boulders then fill it with wood and set fire to it. The fire would heat the boulders and the harvested bulbs would then be placed in the pit and the whole thing covered with earth and the bulbs left to cook slowly for 2 days. The pit would then be opened and the Indians would feast on the bulbs until they could no longer fit any more in their stomachs. Whatever was left would be dried and stored for winter use."
20,Medicinal Uses,"Birthing aid: Used in facilitating birth, but not just to cause uterine contrctions.,Oxytoxic: Hastens parturition and stimulates uterine contractions. See also birthing aids."
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Birthing aid  OxytoxicA decoction of the roots has been used to induce labour[257]. An infusion of the leaves has been used to treat vaginal bleeding after birth and to help expel the placenta[257].
22,Other Uses,
23,Other Uses Description,"Notable Products: Nectar, pollen, edible bulb. Attracts Wildlife - flowers attract beneficial insects. Grown as an ornamental plant."
24,Cultivation Details,
