,Attributes,Description,age
0,Latin Name,Anthriscus sylvestris,
1,Common Name,"Cow Parsley, Wild chervil",
2,Family,Apiaceae or Umbelliferae,
3,USDA hardiness,6-9,
4,Known Hazards,This plant is suspected of being poisonous to mammals[76]. It also looks very similar to some very poisonous species so great care must be taken when identifying it[12].,
5,Habitats,"A very common plant of roadsides, hedges etc[5].",
6,Range,"Most of Europe, including Britain, south and east to N. Africa and Siberia.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full shade,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AnthriscusSylvestris.jpg, https://pfaf.org/../Admin/PlantImages/AnthriscusSylvestris2.jpg",
13,Summary,"A herbaceous biennial or short-lived perennial plant in the family Apiaceae and related to parsley, carrot, hemlock and hogweed. that can be confused with giant cow parsley (Heracleum mantegazzianum) or French cow parsley (Orlaya grandiflora). Some medicinal, edible and other uses although it does have an unpleasant flavour. Common names include cow parsley, wild chervil, wild beaked parsley, keck,or Queen Anne's lace.",
14,Physical Characteristics,"Anthriscus sylvestris is a BIENNIAL growing to 1.2 m (4ft) by 0.6 m (2ft in).  See above for USDA hardiness. It is hardy to UK zone 7 and is not frost tender.  It is in flower from April to June, and the seeds ripen from June to July. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in full shade (deep woodland) semi-shade (light woodland) or no shade. It prefers dry or  moist soil.",
15,Synonyms,Chaerophyllum sylvestre L.,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge; Hedgerow;,
17,Edible Parts,"Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.",
18,Edible Uses,,
19,Edible Uses Description,"The leaves are eaten raw, cooked as a potherb or used as a flavouring[5, 12, 53, 183]. They taste somewhat less than wonderful[K]. Root - cooked[183].",
20,Medicinal Uses,"Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.TonicThe root is soaked for several days in rice washings and then cooked with other foods as a tonic for general weakness[218].,
22,Other Uses,Dye: Plants that provide dyes.,
23,Other Uses Description,A beautiful green dye is obtained from the leaves and stem but it is not very permanent[115].,
24,Cultivation Details,,
25,Cultivation Details Description,"Succeeds in most soils. Shade tolerant[31]. The root has been recommended for improvement by selection and breeding as an edible crop[183]. This plant looks quite similar to some poisonous species, make sure that you identify it correctly.",
26,Plant Propagation,Seed - sow as soon as ripe (June/July) in situ. The seed can also be sown April/May in situ. It usually germinates in 1 - 3 months at 20°c.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
