,Attributes,Description
0,Latin Name,Veronica hederifolia
1,Common Name,Ivy-Leaf Speedwell
2,Family,Scrophulariaceae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,Common in cultivated ground throughout Britain[17].
6,Range,"Europe, including Britain, from Norway south and east to N. Africa and temperate Asia to Japan."
7,Edibility Rating,(0 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/VeronicaHederifolia.jpg, https://pfaf.org/../Admin/PlantImages/VeronicaHederifolia2.jpg"
13,Summary,
14,Physical Characteristics,"Veronica hederifolia is a ANNUAL growing to 0.5 m (1ft 8in).  It is in flower from April to May, and the seeds ripen from May to June. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Uses Description,None known
18,Medicinal Uses,"Alterative: Causes a gradual beneficial change in the body, usually through improved nutrition and elimination, without having any marked specific action.,Antiscorbutic: A plant rich in vitamin C that is used to counteract scurvy.,Diuretic: Acts on the kidneys, promoting the flow of urine."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Alterative  Antiscorbutic  DiureticThe herb is alterative, antiscorbutic and diuretic[240]. It is used in the treatment of scurvy, impurities of the blood etc[240]. It is also used as a remedy for scrofulous affections, especially of the skin, and is bruised and applied externally for healing burns, ulcers, whitlows and the mitigation of painful piles[240]."
20,Other Uses,
21,Other Uses Description,None known
22,Cultivation Details,
23,Cultivation Details Description,Easily grown in a moderately fertile moisture retentive or dry well drained soil[200]. Prefers cool summers[200].
24,Plant Propagation,Seed - sow spring or autumn in situ.
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
