,Attributes,Description,age
0,Latin Name,Artemisia campestris,
1,Common Name,Field Southernwood,
2,Family,Asteraceae or Compositae,
3,USDA hardiness,4-8,
4,Known Hazards,"Although no reports of toxicity have been seen for this species, skin contact with some members of this genus can cause dermatitis or other allergic reactions in some people[222].",
5,Habitats,"A very local plant in Britain, confined to the breckland heaths of eastern Britain[17].",
6,Range,"Temperate regions throughout the northern hemisphere, including Britain.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ArtemisiaCampestris.jpg, https://pfaf.org/../Admin/PlantImages/ArtemisiaCampestris2.jpg",
13,Summary,"Common names include field wormwood, beach wormwood, northern wormwood, Breckland wormwood, boreal wormwood, Canadian wormwood, field sagewort and field mugwort.",
14,Physical Characteristics,"Artemisia campestris is a PERENNIAL growing to 1.5 m (5ft).  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower from August to September, and the seeds ripen from September to October. The species is monoecious (individual flowers are either male or female, but both sexes can be found on the same plant) and is pollinated by Wind.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil and can tolerate drought.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Abortifacient: Causes an abortion.,Anthelmintic: Expels parasites from the gut.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Cholagogue: Increases the flow of bile and its discharge from the body.,Deobstruent: Clears obstructions from the natural ducts of the body.,Eczema: Used in the treatment of eczema - a chronic health condition that affects the skin, causing redness, dryness, itching and infections.,Emmenagogue: Promotes or increases the menstrual flow. In early stages of pregnancy it can induce an abortion.,Ophthalmic: Treats eye complaints.,Poultice: A moist, usually warm or hot, mass of plant material applied to the skin in the treatment of burns etc.,Stomachic: Aids and improves the action of the stomach.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Abortifacient  Anthelmintic  Antiseptic  Cholagogue  Deobstruent  Eczema  Emmenagogue  Ophthalmic  Poultice  Stomachic  TonicRelated to the southernwood, A. abrotanum, this species has similar though milder medicinal properties[4]. The herb is anthelmintic, antiseptic, cholagogue, deobstruent, emmenagogue, stomachic and tonic[4, 7, 165]. The main use of this herb is as an emmenagogue, it is also a good stimulant tonic and has some nervine principle[4]. The leaves have been chewed in order to treat stomach problems[257]. The plant was used by some native North American Indian tribes as an abortifacient to terminate difficult pregnancies[257]. Externally, the plant has been crushed and applied to rheumatic joints, eczema, bruises and sores[257]. A poultice of the crushed leaves has been applied to sore eyes[257]. An infusion of the roots has been used, especially on children, as a hair tonic and to treat scalp infections[257]. It has been taken internally to promote urination and bowel movements[257].",
20,Other Uses,"Essential: Essential oils that are used in perfumery, medicines, paint solvents, insect repellents etc.",
21,Other Uses Description,The pulverized roots are aromatic and have been used as a perfume[257].,
22,Cultivation Details,,
23,Cultivation Details Description,"Easily grown in a well-drained circumneutral or slightly alkaline loamy soil, preferring a sunny position[1, 200]. Established plants are drought tolerant[200]. Plants are longer lived, more hardy and more aromatic when they are grown in a poor dry soil[245]. Members of this genus are rarely if ever troubled by browsing deer[233].",
24,Plant Propagation,"Seed - surface sow from late winter to early summer in a greenhouse. When large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. Division in spring or autumn.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
