,Attributes,Description,age
0,Latin Name,Suaeda fruticosa,
1,Common Name,Shrubby Seablite,
2,Family,Chenopodiaceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,"Sandy soils, salty or otherwise, along the coast[182]. Plants do not grow below the line of the spring high tides[17].",
6,Range,"Coasts of Europe, from France and Britain southwards. Central and southwestern Asia, Africa.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/SuaedaFruticosa.jpg, https://pfaf.org/../Admin/PlantImages/SuaedaFruticosa2.jpg",
13,Summary,,
14,Physical Characteristics,"Suaeda fruticosa is an evergreen Shrub growing to 1 m (3ft 3in). It is in leaf all year, in flower from July to October, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind. The plant is self-fertile.  Suitable for: light (sandy) and medium (loamy) soils. Suitable pH: neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline soils. It cannot grow in the shade. It prefers  moist soil. The plant can tolerate maritime exposure.",
15,Synonyms,S. vera.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Leaves: ,Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,,
19,Edible Uses Description,Young leaves - raw or cooked. A salty flavour[K]. Seed - raw or cooked.,
20,Medicinal Uses,"Emetic: Induces vomiting.,Ophthalmic: Treats eye complaints.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Emetic  OphthalmicThe leaves are used as a poultice in the treatment of ophthalmia[240]. When infused in water, they have been used as an emetic[240].",
22,Other Uses,"Potash: Used for making glass, soap and as a fertilizer.",
23,Other Uses Description,The plant is rich in potassium and is often burnt as a source of potash for making soap and glass[4].,
24,Cultivation Details,,
25,Cultivation Details Description,Dislikes shade. Succeeds in saline soils and tolerates maritime exposure.,
26,Plant Propagation,Seed - sow spring in situ.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
