,Attributes,Description,age
0,Latin Name,Vitex keniensis,
1,Common Name,"Fulu, Mkombachiko, Mufuu",
2,Family,Lamiaceae,
3,USDA hardiness,10-12,
4,Known Hazards,None known,
5,Habitats,"Moist evergreen forest and on thicketed rocky hills at elevations from 1,300 - 2,100 metres[402 , 418 ].",
6,Range,"East tropical Africa - Kenya, Tanzania, Mozambique.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(4 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Tender,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Vitex keniensis 1.JPEG, https://pfaf.org/../Admin/PlantImages/Vitex keniensis 2.JPEG",
13,Summary,"Meru Oak, Vitex keniensis, is a fast-growing deciduous tree in the Verbenaceae family that is native to Kenya and is threatened by habitat loss. It grows up to 30 m in height and up to 300 cm in trunk diameter. It has a tall, straight trunk and light green compound leaves with five leaflets. The flowers are small and cream with one mauve petal lobe. The soft, black, ellipsoidal drupe fruits are edible. There is no known medicinal uses of this plant but it is planted as a windbreak and its wood is used for cabinet work, panelling, veneer, furniture, and coffin boards. The wood is also used for fuel.",
14,Physical Characteristics,Vitex keniensis is a deciduous Tree growing to 25 m (82ft) by 25 m (82ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid soils. It cannot grow in the shade. It prefers  moist soil.,
15,Synonyms,Vitex balbi Chiov.,
16,Plant Habitats,,
17,Edible Parts,Fruit: ,
18,Edible Uses,,
19,Edible Uses Description,"Fruit - raw[325 , 418 ]. Usually only eaten in times of food shortage[418 ]. Another report says that the fruit is sold in local markets[402 ]. The soft, black fruit is an ellipsoid drupe, 13 - 16mm long[325 , 418 ].",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,"Fuel: Usually wood, plant materials that have been mentioned as being a good fuel.,Furniture: A few miscellaneous uses that do not fit easily into other headings.,Mulch: Used for covering the ground to conserve the nutrients in the soil.,Shelterbelt: Wind resistant plants than can be grown to provide shelter in the garden etc.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
23,Other Uses Description,"Agroforestry Uses: The tree is planted as a windbreak[303 , 418 ]. Fallen leaves make a useful mulch[303 , 418 ]. Other Uses The very pale, greyish-brown wood is coarse textured with well-marked growth zones, and often with a wavy grain figure. The wood is hard and durable, said to be similar to teak. The heartwood of trees over 60cm in diameter is often dark and very decorative. It works easily and is used for cabinet work, panelling, veneer, furniture and coffin boards[303 , 325 , 418 ]. The wood is used for fuel[325 , 418 ].",
24,Cultivation Details,,
25,Cultivation Details Description,"A plant of the moist tropics where it is found growing at elevations up to 2,100 metres[418 ]. It grows best in areas where annual daytime temperatures are within the range 15 - 20°c, though it can tolerate 12 - 28°c[418 ]. It prefers a mean annual rainfall of 1,800 - 2,200mm, tolerating 1,500 - 2,500mm[418 ]. Prefers a sunny position in a well-drained, deep, sandy-loam soil[418 ]. Prefers a pH in the range 5.5 - 7, tolerating 5 - 7.5[418 ]. The tree coppices well[402 ].",
26,Plant Propagation,"Seed - when dried, it remains viable for at least 12 months in hermetic storage at 3?c[325 ]. The seed has a dormancy that is probably physical - pre-soaking in cold water for 24 hours may improve germination rates. Sow the seed in a nursery seedbed. Germination is low and sporadic, typically 40 - 60% after 2 - 3 months[325 ].",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
