,Attributes,Description
0,Latin Name,Dictyosperma album
1,Common Name,"Hurricane Palm, Princess Palm, Red Palm"
2,Family,Arecaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,Coastal forests[ 314 ]. Grows at low elevations generally up to 600 metres[ 299 ].
6,Range,"Africa - Mauritius, Réunion."
7,Edibility Rating,(4 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Dictyosperma-album4.jpg, https://pfaf.org/../Admin/PlantImages/Dictyosperma_album_Martius_2.jpg"
13,Summary,"Hurricane Palm (Dictyosperma album), otherwise known as Princess Palm or Red Palm, is a single-stemmed, slender, evergreen feather palm that reaches a height of up to 20 m and up to 16 cm in diameter. The crown is composed of 10 to 20 leaves with each leaf measuring up to 3 m long. Hurricane Palm is very attractive hence it is also grown as an ornamental in the tropics and subtropics. It is commonly found in Africa specifically in Mauritius and Reunion. Root decoction is a diuretic. The leaves and apical bud can both be cooked and consumed."
14,Physical Characteristics,"Dictyosperma album is an evergreen Tree growing to 15 m (49ft) by 8 m (26ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: neutral and basic (mildly alkaline) soils and can grow in saline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil. The plant can tolerate maritime exposure."
15,Synonyms,Areca alba Bory Areca aurea Van Houtte Areca borbonica Kunth Areca furfuracea H.Wendl. Areca lactea
16,Plant Habitats,
17,Edible Parts,Leaves: 
18,Edible Uses,"Apical bud: Typically, the end of a shoot contains an apical bud, which is the location where shoot growth occurs."
19,Edible Uses Description,ooked[ 299 ]. The apical bud of this plant is highly valued as a food[ 299 ]. This palm is single-stemmed and unable to form sideshoots - harvesting the apical bud leads to the death of the plant[ K ].
20,Medicinal Uses,"Diuretic: Acts on the kidneys, promoting the flow of urine."
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.DiureticA root decoction is used as a diuretic[ 299 ].
22,Other Uses,
23,Other Uses Description,Other Uses: None known
24,Cultivation Details,
25,Cultivation Details Description,"Plants are able to tolerate occasional light frosts with temperatures down to -1°c[ 423 ]. Prefers a position in light shade or full sun[ 299 , 314 ]. Grows best in a well-drained soil. Tolerant of saline conditions[ 299 , 314 ]. Usually growing near the coast, the plant can withstand the strongest of winds, including salt-laden hurricanes[ 299 , 314 ]. A moderately fast growing plant[ 299 ]. Blooms repeatedly"
26,Plant Propagation,"Seed - sown fresh, it germinates within 60 - 120 days[ 423 ]."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
