,Attributes,Description
0,Latin Name,Lepidium campestre
1,Common Name,"Pepperwort, Field pepperweed"
2,Family,Brassicaceae or Cruciferae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,"Dry pastures, walls, banks, waysides, arable and waste land[17]."
6,Range,"Most of Europe, including Britain, to W. Asia and the Caucasus."
7,Edibility Rating,(2 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(0 of 5)
11,Care (info),"Well drained soil,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/LepidiumCampestre.jpg, https://pfaf.org/../Admin/PlantImages/LepidiumCampestre2.jpg"
13,Summary,
14,Physical Characteristics,"Lepidium campestre is a ANNUAL/BIENNIAL growing to 0.6 m (2ft).  It is in flower from May to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Occasionally flies. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil."
15,Synonyms,
16,Plant Habitats,Meadow; East Wall. In. South Wall. In. West Wall. In.
17,Edible Parts,"Leaves: ,Seedpod: things such as Okra, French and Runner beans.,Shoots: "
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments."
19,Edible Uses Description,"Young leaves and young shoots - raw or cooked[62, 74]. They are best used in the spring[9]. A hot cress-like flavour, they can be finely-chopped and added in small amounts as a flavouring in salads[183]. Immature seedpods[9] - a pungent flavour, they can be used as a flavouring in hot soups and stews[183]. The seed can be used as a pepper substitute[62]."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"An easily grown plant, it succeeds in most soils."
26,Plant Propagation,Seed - sow spring or autumn in situ. Germination should take place within 3 weeks.
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
