,Attributes,Description,age
0,Latin Name,Asparagus cochinchinensis,
1,Common Name,Chinese Asparagus,
2,Family,Asparagaceae,
3,USDA hardiness,6-9,
4,Known Hazards,None known,
5,Habitats,"Near seashores all over Japan[58]. Thinly forested slopes, roadsides and waste fields from near sea level to 1700 metres in China[266].",
6,Range,"E. Asia - China, Japan, Korea.",
7,Edibility Rating,(3 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AsparagusCochinchinensis.jpg, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG",
13,Summary,,
14,Physical Characteristics,"Asparagus cochinchinensis is a PERENNIAL growing to 1.5 m (5ft) by 1 m (3ft 3in).  See above for USDA hardiness. It is hardy to UK zone 7.  It is in flower from May to June, and the seeds ripen in September. The species is dioecious (individual flowers are either male or female, but only one sex is to be found on any one plant so both male and female plants must be grown if seed is required).  and is pollinated by Bees. The plant is not self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil. The plant can tolerate maritime exposure.",
15,Synonyms,A. cochinchinensis. (Lour.)Merr. A. falcatus. Benth. A. insularis. Hance. Melanthium cochinchinen,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Fruit: ,Root: includes bulbs, corms, tubers, rhizomes etc.",
18,Edible Uses,,
19,Edible Uses Description,"Tubers - cooked[1, 61, 177]. The tubers are up to 5cm long and 2m wide[266]. They are washed to remove the bitterness, the fibrous core is removed and the root is then boiled[46, 179]. It tastes like asparagus[22]. Another report says that the tubers are eaten after preserving in sugar[183]. The fruit is said to be edible[183]. The fruit is about 6 - 8mm in diameter[200]. Another report says that the berries are harmful if eaten[238].",
20,Medicinal Uses,"Antibacterial: Kills bacteria.,Antiinflammatory: Reduces inflammation of joints, injuries etc.,Antipyretic: Treats fevers. See Febrifuge.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Antitussive: Prevents or relieves coughing.,Cancer: Used in the treatment of cancer.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Expectorant: Clears phlegm from the chest by inducing coughing.,Infertility: Used in treating problems of human fertility.,Nervine: Stimulates and calms the nerves.,Sialagogue: Stimulates the secretion of saliva.,Stomachic: Aids and improves the action of the stomach.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antibacterial  Antiinflammatory  Antipyretic  Antiseptic  Antitussive  Cancer  Diuretic  Expectorant  Infertility  Nervine  Sialagogue  Stomachic  TonicThis species has been used in traditional Chinese medicine for over 2,000 years[238]. The roots contain asparagine, mucilage, starch and sugars[283]. The dried root is antibacterial, anti-inflammatory, antipyretic, antiseptic, antitussive, diuretic, expectorant, nervine, sialagogue, stomachic, nervous stimulant and tonic[176, 178, 218, 238, 279]. It is taken internally in the treatment of fevers, debility, sore throats, coughs etc[238]. It is often decocted with other herbs and used in the treatment of a wide range of ailments including diabetes mellitus[218]. It is commonly used in restorative recipes together with Rehmannia glutinosa and Codonopsis javanica[283]. Prolonged usage is recommended for the treatment of impotence[218]. The root is harvested when the plant is dormant and is dried for later use[238]. The plant has a folk history for the treatment of cancer, modern research has detected antitumour activity and it is now being studied for the treatment of lung cancer[218].",
22,Other Uses,Insecticide: Kills insects.,
23,Other Uses Description,Kills the larvae of flies and mosquitoes[176]. No more details.,
24,Cultivation Details,,
25,Cultivation Details Description,"Easily grown in any good garden soil[200]. Prefers a rich light well-drained sandy loam in a sunny position[238]. Plants are almost hardy in Britain according to one report[1], whilst others say that the plants tolerate temperatures down to between -10 and -15°c[200, 238]. Dioecious. Male and female plants must be grown if seed is required.",
26,Plant Propagation,Seed - pre-soak for 12 hours in warm water and then sow in spring or as soon as the seed is ripe in early autumn in a greenhouse. It usually germinates in 3 - 6 weeks at 25°c[134]. Prick out the seedlings into individual pots when they are large enough to handle and grow them on in a sunny position in the greenhouse for their first winter. Plant them out into their permanent positions in late spring or early summer[K]. Division in early spring as the plant comes into growth.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
