,Attributes,Description,age
0,Latin Name,Willughbeia edulis,
1,Common Name,"Gedraphol, Kuy",
2,Family,Apocynaceae,
3,USDA hardiness,10-12,
4,Known Hazards,None known,
5,Habitats,"Lowland primary rain forests[334 , 555 ].",
6,Range,"E. Asia - Bangladesh, Assam, Myanmar, Thailand, Malaysia, Cambodia, Laos, Vietnam.",
7,Edibility Rating,(3 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Willughbeia_edulis1.JPEG, https://pfaf.org/../Admin/PlantImages/Willughbeia_edulis2.JPEG",
13,Summary,,
14,Physical Characteristics,"Willughbeia edulis is an evergreen Climber growing to 25 m (82ft) by 0.2 m (0ft 8in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,Ambelania edulis (Roxb.) J.Presl Ancylocladus cochinchinensis Pierre Ancylocladus curtisianus Pierre Ancylocladus edulis (Roxb.) Kuntze Pacouria roxburghii Kostel. Willughbeia cochinchinensis (Pierre) K.Schum. Willughbeia curtisiana (Pierre) K.Schum. Willughbeia dulcis Ridl. Willughbeia gudara Steud. Willughbeia martabanica Wall.,
16,Plant Habitats,,
17,Edible Parts,Fruit: ,
18,Edible Uses,,
19,Edible Uses Description,"Fruit - raw[46 , 317 , 460 ]. A pleasant flavour[46 ]. The yellowish, ovoid fruit is about the size of a lemon[46 ]. The fruit is about 5cm in diameter[555 ].",
20,Medicinal Uses,"Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antidiarrhoeal  DysenteryThe latex is used as a plaster for sores and as a treatment for yaws[555 ]. The stems are used to treat yaws, dysentery, and liver discomfort[555 ]. The roots are used internally to treat jaundice, heartburn, and diarrhoea[555 ].",
22,Other Uses,Latex: A source of rubber.,
23,Other Uses Description,"Every part of the plant, on being wounded, discharges copiously a very pure white viscid latex, which is soon, by exposure to the air, changed into an indifferent kind of rubber[460 ].",
24,Cultivation Details,"Industrial Crop: Hydrocarbon: Materials, chemicals and energy include bioplastics, rubber, biomass products gasoline, jet fuel, diesel, butane, propane, biogas. Plants are usually resprouting plants and saps.,Management: Standard: Plants grow to their standard height. Harvest fruit, seeds, or other products. Non-Destructive management systems.,Regional Crop: These crops have been domesticated and cultivated regionally but have not been adopted elsewhere and are typically not traded globally, Examples in this broad category include perennial cottons and many nuts and staple fruits.",
25,Cultivation Details Description,Industrial Crop: Hydrocarbon  Management: Standard  Regional CropA plant of the lowland wet tropics.,
26,Plant Propagation,Seed,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
