,Attributes,Description
0,Latin Name,Penthorum sedoides
1,Common Name,"Virginian Stonecrop, Ditch stonecrop"
2,Family,Saxifragaceae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,Low wet ground[43]. Ditches and swamps[235].
6,Range,"N. America - New Brunswick to Florida, west to Minnesota, Nebraska, Kansas and Texas."
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Wet Soil,Water Plants,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PenthorumSedoide2.jpg, https://pfaf.org/../Admin/PlantImages/PenthorumSedoides.jpg"
13,Summary,
14,Physical Characteristics,"Penthorum sedoides is a PERENNIAL growing to 1 m (3ft 3in).  It is in flower from July to September. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  wet soil and can grow in water."
15,Synonyms,
16,Plant Habitats,Pond; Bog Garden;
17,Edible Parts,Leaves: 
18,Edible Uses,
19,Edible Uses Description,Leaves - cooked[257]. Used as a potherb[257].
20,Medicinal Uses,"Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Cholera: Used in the treatment of cholera - an acute diarrheal illness caused by infection of the intestine with Vibrio cholerae bacteria.,Demulcent: Soothes, lubricates and softens irritated tissues, especially the mucous membranes.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Astringent  Cholera  Demulcent  Laxative  TonicA tincture of the plant is somewhat astringent, demulcent, laxative and tonic[4, 61, 222]. The plant is noted for its effectiveness in treating catarrhal problems of many kinds and has also been used successfully in treating diarrhoea, haemorrhoids and infantile cholera[4]. The seeds have been used in making cough syrups[222, 257]."
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,Suitable for the waterside or shallow water[1]. This species is included in the family Crassulaceae by some botanists and placed in its own family by others[1].
26,Plant Propagation,"Seed - we have no information on this species but suggest sowing the seed in a cold frame in pots that are standing in about 3cm of water as soon as it is ripe if this is possible, otherwise in early spring. When they are large enough to handle, prick the seedlings out into individual pots and grow them on shallow water in the cold frame for their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Division in spring."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
