,Attributes,Description
0,Latin Name,Penstemon confertus
1,Common Name,Yellow Penstemon
2,Family,Scrophulariaceae
3,USDA hardiness,3-7
4,Known Hazards,None known
5,Habitats,"Fairly moist open or wooded places, often in meadows or by streams, in lowland and foothills to moderate elevations in the Rockies[60]. Dry sandy pinewoods[233]."
6,Range,Western N. America.
7,Edibility Rating,(1 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PenstemonConfertus.jpg, https://pfaf.org/../Admin/PlantImages/PenstemonConfertus2.jpg"
13,Summary,
14,Physical Characteristics,"Penstemon confertus is an evergreen Perennial growing to 0.6 m (2ft) by 0.3 m (1ft in).  See above for USDA hardiness. It is hardy to UK zone 3. It is in leaf all year, in flower from July to September. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,
18,Edible Uses,"Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"A tea-like beverage is made by boiling the dried leaves and stems for a short time[161, 177, 183, 257]. If made too strong, it can have a purgative effect on the body[257]."
20,Medicinal Uses,"Purgative: A drastic laxative causing a cleansing or watery evacuation of the bowels, usually with a griping pain.,Salve: Soothes and heals damaged skin.,Stomachic: Aids and improves the action of the stomach."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Purgative  Salve  StomachicA strong decoction of the root is purgative[257]. A decoction of the outer bark has been used in the treatment of stomach troubles[257]. The roasted and powdered stems and leaves have been used as a dressing on sores, cuts and wounds[257]."
22,Other Uses,Dye: Plants that provide dyes.
23,Other Uses Description,The flowers can be boiled and then rubbed on items to give them an indelible blue colouring[257].
24,Cultivation Details,
25,Cultivation Details Description,"Succeeds in ordinary rich garden soils so long as they are well-drained[1]. Succeeds in dry soils. Requires a position in full sun[188]. Very cold hardy, but some protection from winter wet is beneficial for this plant[1]. Plants are evergreen in mild winters[233]."
26,Plant Propagation,"Seed - sow late winter in a greenhouse[1]. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in late spring. Alternatively, the seed can be sown in early summer in a greenhouse, the seedlings overwintered in the greenhouse and then planted out in the following spring[1]. Division in autumn[111]. Cuttings can be taken throughout the growing season, though August/September is best[1]."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
