,Attributes,Description
0,Latin Name,Myrianthus arboreus
1,Common Name,"Giant yellow mulberry, Monkeyfruit"
2,Family,Urticaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,"Secondary vegetation; more or less open places in rain-forests; damp places in forest; forest gallery and clearings; stream or lagoon and lake sides; flooded ground; sometimes in villages[328 ]. At elevations from 700 - 1,200 metres in Tanzania[398 ]."
6,Range,"Tropical Africa - Guinea to Central African Republic and Uganda, south to Angola, DR Congo and Tanzania."
7,Edibility Rating,(4 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Tender,Moist Soil,Wet Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Myrianthus arboreus 1.JPEG, https://pfaf.org/../Admin/PlantImages/Myrianthus arboreus 2.JPEG"
13,Summary,"Myrianthus arboreus or commonly known as Giant Yellow Mulberry or Monkey Fruit is a usually 20 m high shrub or tree with stilt roots, short bole, and spreading branches. It is a source of food and medicine in tropical Africa. The leaves are compound, leathery, and whitish underneath. The young leaves are cooked while the fruits can be eaten raw. The heart-shaped, yellow, large fruit contains 5 - 15 seeds which can also be cooked. The bark is used medicinally to relieve chest-related problems and sore throat. The leaves are used for heart problems, pregnancy complications, dysmenorrhea, hernia, dysentery, diarrhea, and vomiting. Sap obtained from the aerial roots is drunk to treat diarrhea and cough. The wood is moderately light, soft, and fibrous."
14,Physical Characteristics,"Myrianthus arboreus is an evergreen Tree growing to 15 m (49ft) by 10 m (32ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 10. The plant is not self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist or  wet soil."
15,Synonyms,No synonyms are recorded for this name.
16,Plant Habitats,
17,Edible Parts,"Fruit: ,Leaves: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Oil: Oil,Oil: "
19,Edible Uses Description,"ng leaves - cooked[332 ]. They are commonly eaten in a vegetable-soup - the soup being so highly considered by the local people as to evoke the saying that 'one will kill his child for the sake of ibishere soup'[332 ]. Fruit - raw[332 , 398 ]. The fruit contains 5 - 15 seeds, each surrounded by a sweet or acidulous pulp which is generally well-liked and commonly eaten[301 , 332 , 398 ]. The fruit is heart-shaped and may attain 10 - 15 cm in diameter, it is very hard and green when unripe, but turns yellow and soft when mature[332 ]. Seed - cooked[332 ]. The seed contains about 45% oil, of which linoleic comprises about 93% of the whole[332 ]. The kernel is about 10mm long by 5 - 7mm wide, it is enclosed in a woody pericarp amounting to 60 - 65% in weight of the whole[332 ]. The seed also contains about 19% sugars and 30% proteins[332 ]. The protein is unusually rich in cystine, which is of potential value to a population suffering from a chronic deficiency of sulphur-bearing amino acids[332 ]."
20,Medicinal Uses,"Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antihaemorrhoidal: Treats haemorrhoids (piles). This would probably be best added to another heading.,Antitussive: Prevents or relieves coughing.,Cholagogue: Increases the flow of bile and its discharge from the body.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Febrifuge: Reduces fevers.,Malaria: Treats malaria - an acute febrile illness caused by Plasmodium parasites spread to people through the bites of mosquitos.,Odontalgic: Treats toothache (temporary measure only) and other problems of the teeth and gums.,Parasiticide: Treats external parasites such as ringworm This should perhaps be joined with Parasiticide in "
