,Attributes,Description,age
0,Latin Name,Euphorbia corollata,
1,Common Name,"Wild Spurge, Flowering spurge",
2,Family,Euphorbiaceae,
3,USDA hardiness,4-8,
4,Known Hazards,"The sap contains a latex which is toxic on ingestion and highly irritant externally, causing photosensitive skin reactions and severe inflammation, especially on contact with eyes or open cuts. The toxicity can remain high even in dried plant material[200]. Prolonged and regular contact with the sap is inadvisable because of its carcinogenic nature[214].",
5,Habitats,Dry soils[235] in fields and along roadsides[222]. Clay soils in Texas[274].,
6,Range,"Central N. America - Ontario to Massachusetts, Minnesota, Florida and Texas",
7,Edibility Rating,(0 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/EuphorbiaCorollata.gif, https://pfaf.org/../Admin/PlantImages/EuphorbiaCorollata2.gif",
13,Summary,,
14,Physical Characteristics,"Euphorbia corollata is a PERENNIAL growing to 1 m (3ft 3in).  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower from July to October. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy) and medium (loamy) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Diuretic: Acts on the kidneys, promoting the flow of urine.,Purgative: A drastic laxative causing a cleansing or watery evacuation of the bowels, usually with a griping pain.,Skin: Plants used in miscellaneous treatments for the skin.,Urinary: Treats urinary problems, including urinary tract infection (UTI).",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Diuretic  Purgative  Skin  UrinaryThe dried root is an excellent purgative, though it sometimes causes vomiting, it opens the body when other more violent purgatives fail to move it[4, 207, 222]. The plant has irritating and uncertain qualities and so is seldom used in herbal medicine[4]. A tea made from the leaves is used in the treatment of diabetes[222]. An infusion of the bruised roots has been taken in the treatment of urinary diseases[257]. The juice of the plant has been rubbed on the skin as a treatment for sores, eruptions etc, especially on children's heads[257]. A decoction of the plant, mixed with other herbs (these are not specified) has been used in the treatment of cancer[257].",
20,Other Uses,,
21,Other Uses Description,"This genus has been singled out as a potential source of latex (for making rubber) for the temperate zone, although no individual species has been singled out[141]. Dynamic accumulator.",
22,Cultivation Details,,
23,Cultivation Details Description,Prefers a light well-drained moderately rich loam in an open position[200]. Succeeds in dry soils[1]. Hybridizes with other members of this genus[200]. The ripe seed is released explosively from the seed capsules[200]. Members of this genus are rarely if ever troubled by browsing deer or rabbits[233].,
24,Plant Propagation,"Seed - sow spring in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
