,Attributes,Description
0,Latin Name,Begonia grandis evansiana
1,Common Name,Hardy Begonia
2,Family,Begoniaceae
3,USDA hardiness,6-9
4,Known Hazards,None known
5,Habitats,"Shady slopes or wet places[147]. In moist rocky wall of valley, in dense forests of valley by streams as wall as on rocks by streams or under shrubberies of valley; 100 - 1100 metres[266]."
6,Range,"E. Asia - China, Japan, Himalayas(Malaya)."
7,Edibility Rating,(0 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/BegoniaGrandisEvansiana.jpg, https://pfaf.org/../Admin/PlantImages/BegoniaGrandisEvansiana2.jpg"
13,Summary,"Bloom Color: Pink, White.Main Bloom Time: Early summer, Late summer, Mid summer. Form: Spreading or horizontal."
14,Physical Characteristics,"Begonia grandis evansiana is a PERENNIAL growing to 1 m (3ft 3in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from July to August, and the seeds ripen from August to September. The species is monoecious (individual flowers are either male or female, but both sexes can be found on the same plant).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland). It prefers  moist soil."
15,Synonyms,B. evansiana. Andr.
16,Plant Habitats,Woodland Garden Dappled Shade; Ground Cover;
17,Edible Uses Description,None known
18,Medicinal Uses,"Anodyne: Relieves pain, it is milder than an analgesic.,Antiphlogistic: Reduces inflammation.,Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anodyne  Antiphlogistic  AntispasmodicThe tuberous roots and fruits are anodyne, antiphlogistic and antispasmodic. Stimulates blood circulation[147]. A decoction is used in the treatment of traumatic pain, haematemesis, gonorrhoea, post-partum vaginal discharge, amenorrhoea and snakebites[147]."
20,Other Uses,
21,Other Uses Description,This species can be grown as a ground cover in a sunny position sheltered by shrubs. The plants form spreading clumps[208].
22,Cultivation Details,
23,Cultivation Details Description,"Landscape Uses:Border, Container, Foundation, Massing, Specimen, Woodland garden. Requires a well-drained soil[200]. Does not require high light intensities[200], succeeding in full sun or partial shade[233]. Prefers a pH between 6 and 7[200]. Plants tolerate temperatures down to about -5°c, and can be grown outdoors in the milder areas of the country if given the shelter of a wall[200]. This same report gives the plant a hardiness zone rating of 6 (tolerating temperatures down to about -20°c)[200]. Grows well outdoors in Cornwall amongst trees and shrubs[166]. There are some named varieties selected for their ornamental value[200]. Special Features:Attractive foliage, Naturalizing, Fragrant flowers."
24,Plant Propagation,"Seed - surface sow in a greenhouse and keep the compost moist in a light position. The seed can be very slow to germinate, sometimes taking a year or more[134]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Division. Basal cuttings from tubers in spring. Bulblets, formed in the leaf axils. Harvest in the autumn and store overwinter in a cool frost-free place, plant out in spring[200]."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
