,Attributes,Description
0,Latin Name,Cardamine impatiens
1,Common Name,Narrowleaf bittercress
2,Family,Brassicaceae or Cruciferae
3,USDA hardiness,4-8
4,Known Hazards,None known
5,Habitats,"Very local in shady woods, especially ash, and on moist limestone rocks and cliffs, especially in the west[17]."
6,Range,"Europe, including Britain, from Sweden to C. Spain, eastwards through Asia to Japan."
7,Edibility Rating,(2 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CardamineImpatiens.jpg, https://pfaf.org/../Admin/PlantImages/CardamineImpatiens2.jpg"
13,Summary,
14,Physical Characteristics,"Cardamine impatiens is a ANNUAL/BIENNIAL growing to 0.6 m (2ft).  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower from May to August, and the seeds ripen from May to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, Lepidoptera (Moths & Butterflies). The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil."
15,Synonyms,Cardamine apetala Moench. Cardamine basisagittata W.T.Wang. Cardamine brachycarpa Opiz. Cardamine da
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge; Bog Garden;
17,Edible Parts,"Leaves: ,Shoots: "
18,Edible Uses,
19,Edible Uses Description,"Leaves and young shoots - raw or cooked[105, 177]. Used as a vegetable[272]."
20,Medicinal Uses,"Antirheumatic: Treats rheumatism.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antirheumatic  Diuretic  StimulantThe plants is antirheumatic, diuretic and stimulant[145, 240]."
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,Succeeds in most soils[1]. Prefers a moist humus rich soil in shade or semi-shade[200].
26,Plant Propagation,Seed - sow spring or autumn in situ.
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
