,Attributes,Description,age
0,Latin Name,Citrus x meyeri,
1,Common Name,Lemon,
2,Family,Rutaceae,
3,USDA hardiness,8-11,
4,Known Hazards,None known,
5,Habitats,Not known in the wild.,
6,Range,"Original habitat is obscure, the plant is probably a hybrid involving C. limon x C. sinensis[200].",
7,Edibility Rating,(3 of 5),
8,Other Uses,(5 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(5 of 5),
11,Care (info),"Half Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CitrusXMeyeri.gif, https://pfaf.org/../Admin/PlantImages/CitrusXMeyeri2.gif",
13,Summary,,
14,Physical Characteristics,"Citrus x meyeri is an evergreen Shrub growing to 3 m (9ft) by 1 m (3ft 3in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 9 and is frost tender. It is in leaf all year, in flower all year. The species is hermaphrodite (has both male and female organs) and is pollinated by Apomictic (reproduce by seeds formed without sexual fusion), insects. The plant is self-fertile. Suitable for: medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,South Wall. By. West Wall. By.,
17,Edible Uses Description,"Fruit - raw or cooked[1, 3, 46]. A medium-size fruit, the rind is thin and soft, the flesh tender, very juicy and mildly acid[183]. Moderately seedy[183]. A very nice tasting lemon, a pot-grown shrub yielded 12 lemons in 1993[K]. A very acid taste[61]. Mainly used as a drink and as a flavouring[183, 238]. It is also used in salad dressings etc where it acts as an antioxidant as well as imparting an acid flavour[183]. The juice is used to help set jam[238]. The fruit can be up to 15cm long and 7cm wide[200]. The fruit bruises easily and so is not suitable for transportation to distant markets[260]. The dried rind of the fruit is often used as a flavouring in cakes etc[1, 4, 61, 183]. The dried leaves are sometimes mixed with tea leaves for use as a flavouring[183]. An essential oil from the rind is used as a food flavouring[46, 64, 183]. The flowers are eaten in ice creams, fritters, jams etc[183]. They have a pleasant lemon flavour[183].",
18,Medicinal Uses,"Malaria: Treats malaria - an acute febrile illness caused by Plasmodium parasites spread to people through the bites of mosquitos.,Vitamin C: Plants good for their vitamin C content",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Malaria  Vitamin CLemons are an excellent preventative medicine and have a wide range of uses in the domestic medicine chest. The fruit is rich in vitamin C which helps the body to fight off infections and also to prevent or treat scurvy[4, 240, 254]. It was at one time a legal requirement that sailors should be given an ounce of lemon each day in order to prevent scurvy[4]. Applied locally, the juice is a good astringent and is used as a gargle for sore throats etc[4]. Lemon juice is also a very effective bactericide[7]. It is also a good antiperiodic and has been used as a substitute for quinine in treating malaria and other fevers[4]. Although the fruit is very acid, once eaten it has an alkalizing effect upon the body[254]. This makes it useful in the treatment of rheumatic conditions[254]. The skin of the ripe fruit is carminative and stomachic[240]. The essential oil from the skin of the fruit is strongly rubefacient and when taken internally in small doses has stimulating and carminative properties[4]. The stem bark is bitter, stomachic and tonic[218]. An essential oil from the fruit rind is used in aromatherapy. Its keyword is 'Refreshing'[210]. Citrus species contain a wide range of active ingredients and research is still underway in finding uses for them. They are rich in vitamin C, bioflavonoids, acids and volatile oils. They also contain coumarins such as bergapten which sensitizes the skin to sunlight. Bergapten is sometimes added to tanning preparations since it promotes pigmentation in the skin, though it can cause dermatitis or allergic responses in some people[238]. Some of the plants more recent applications are as sources of anti-oxidants and chemical exfoliants in specialized cosmetics[238]. The bioflavonoids in the fruit help to strengthen the inner lining of blood vessels, especially veins and capillaries, and help counter varicose veins and easy bruising[254].",
20,Other Uses,,
21,Other Uses Description,"A semi-drying oil obtained from the seed is used in soap making[46, 61]. An essential oil from the peel is used as a food flavouring and also in perfumery and medicines[7, 46, 61]. A higher quality essential oil is obtained from the flowers[7]. The peel contains 0.4% essential oil[240]. An essential oil obtained from the leaves and young twigs is called 'petitgrain oil'. Yields are around 0.4%[240]. The dried fruit rind has been used as an insect repellent in the clothes cupboard[7] and also in pot-pourri[238]. The juice of the fruit is used for polishing bronze and other metals that have been neglected[7]. It can also be used for removing ink stains[7]. Wood - nicely veined, it takes a beautiful polish[4].",
22,Cultivation Details,,
