,Attributes,Description
0,Latin Name,Prunus spinosa
1,Common Name,Sloe - Blackthorn
2,Family,Rosaceae
3,USDA hardiness,4-8
4,Known Hazards,"Although no specific mention has been seen for this species, it belongs to a genus where most, if not all members of the genus produce hydrogen cyanide, a poison that gives almonds their characteristic flavour. This toxin is found mainly in the leaves and seed and is readily detected by its bitter taste. It is usually present in too small a quantity to do any harm but any very bitter seed or fruit should not be eaten. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestion, it is also claimed to be of benefit in the treatment of cancer. In excess, however, it can cause respiratory failure and even death. Avoid excessive intake and use recommended doses."
5,Habitats,"Hedgerows and woods, usually in sunny positions, on all soils except acid peats[9, 17]."
6,Range,"Europe, including Britain, from Scandanavia south and east to the Mediterranean, Siberia and Iran."
7,Edibility Rating,(3 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PrunusSpinosa.jpg, https://pfaf.org/../Admin/PlantImages/PrunusSpinosa2.jpg"
13,Summary,Bloom Color: White. Main Bloom Time: Mid spring. Form: Vase.
14,Physical Characteristics,"Prunus spinosa is a deciduous Shrub growing to 3 m (9ft 10in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 4.  It is in flower from March to April, and the seeds ripen in October. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil. The plant can tolerate maritime exposure."
15,Synonyms,Prunus moldavica. Kotov. Prunus stepposa. Kotov.
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Hedge;
17,Edible Parts,"Flowers: ,Fruit: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"Fruit - raw or cooked[2, 5, 7, 11, 12, 13, 34]. Exceedingly astringent, it is normally cooked but once the fruit has been frosted it loses some of its astringency and some people find they can enjoy it raw[183, K]. The fruit is more usually used in jellies, syrups, conserves etc and as a flavouring for sloe gin and other liqueurs[183]. Some fruits that we ate in December were fairly pleasant raw[K]. In France the unripe fruit is pickled like an olive[183]. The fruit is about 15mm in diameter and contains one large seed[200]. Seed - raw or cooked. Do not eat the seed if it is too bitter - see the notes above on toxicity. The leaves are used as a tea substitute[7, 183]. The dried fruits can be added to herbal teas[183]. The flowers are edible and can be crystallised or sugared[183]."
20,Medicinal Uses,"Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antiflatulent: Reduces flatulence, particularly gas from eating legumes. See also Carminative.,Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Aperient: A mild laxative.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Depurative: Eliminates toxins and purifies the system, especially the blood.,Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Febrifuge: Reduces fevers.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Stomachic: Aids and improves the action of the stomach."
