,Attributes,Description
0,Latin Name,Abies lasiocarpa
1,Common Name,"Subalpine Fir, Alpine Fir"
2,Family,Pinaceae
3,USDA hardiness,5-6
4,Known Hazards,None known
5,Habitats,"Often found in poor and rocky soils[229], it is rarely seen below 600 metres. It grows in forests right up to the timber line where it is no more than a shrub on exposed slopes at high altitudes[226]."
6,Range,Western N. America - Alaska to Arizona and New Mexico.
7,Edibility Rating,(2 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full shade,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AbiesLasiocarpa.jpg, https://pfaf.org/../Admin/PlantImages/AbiesLasiocarpa2.jpg"
13,Summary,"Form: Pyramidal, Upright or erect."
14,Physical Characteristics,"Abies lasiocarpa is an evergreen Tree growing to 25 m (82ft) by 4 m (13ft) at a slow rate. See above for USDA hardiness. It is hardy to UK zone 5 and is not frost tender. It is in leaf all year, and the seeds ripen in September. The species is monoecious (individual flowers are either male or female, but both sexes can be found on the same plant) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay and nutritionally poor soils. Suitable pH: mildly acid and neutral soils. It can grow in full shade (deep woodland) semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,A. subalpina. Pinus lasiocarpa.
16,Plant Habitats,Woodland Garden Canopy;
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans.,Seedpod: things such as Okra, French and Runner beans.,Shoots: "
18,Edible Uses,"Inner bark: the bark that is found just beneath the tough outer bark of trees and shrubs.,Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.,Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.,Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"oot tips are used as a tea substitute[177, 183]. The cones can be ground into a fine powder, then mixed with fat and used as a confection[257]. It is said to be a delicacy and an aid to the digestion[257]. The resin from the trunk is used as a chewing gum[257]. It is said to treat bad breath[257]. Inner bark[257]. No more information is given, but inner bark is often dried, ground into a powder and then used with cereal flours when making bread etc[K]. Seeds[257]. No more information is given, but the seeds are very small and fiddly to use. Seeds of this genus are generally oily with a resinous flavour and can be eaten raw or cooked[K]."
