,Attributes,Description,age
0,Latin Name,Centaurea iberica,
1,Common Name,"Iberian Star Thistle, Iberian knapweed",
2,Family,Asteraceae or Compositae,
3,USDA hardiness,5-9,
4,Known Hazards,None known,
5,Habitats,Mountain slopes in Tibet at elevations of 500 - 800 metres[266].,
6,Range,S.E. Europe to S.W. Asia.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Centaurea_iberica_B.jpg, https://pfaf.org/../Admin/PlantImages/Centaurea_iberica_A.jpg",
13,Summary,,
14,Physical Characteristics,"Centaurea iberica is a BIENNIAL growing to 0.9 m (3ft).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, Lepidoptera (Moths & Butterflies). The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,Leaves: ,
18,Edible Uses,,
19,Edible Uses Description,"Edible cooked[145, 177]. The part used is not specified.",
20,Medicinal Uses,,
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antioxidant and antimicrobial activity. Antibacterial and antifungal. Used in Turkish folk medicine to alleviate the pain and inflammatory symptoms in rheumatoid arthritis, high fever, headache, and for healing of wounds. In its native range, various uses in folk medicine are proving to have a scientific basis [1d].",
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"Succeeds in ordinary garden soil[1, 200]. Prefers a well-drained fertile soil and a sunny position[200]. Tolerates dry, low fertility and alkaline soils[200]. This species is closely related to C. calcitrapa. Members of this genus are rarely if ever troubled by browsing deer[233].",
26,Plant Propagation,"Seed - sow April in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
