,Attributes,Description
0,Latin Name,Asarum splendens
1,Common Name,Chinese Wild Ginger
2,Family,Aristolochiaceae
3,USDA hardiness,5-9
4,Known Hazards,Leaves toxic [1-2].
5,Habitats,Forest floors full to part shade.
6,Range,Asia
7,Edibility Rating,(3 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full shade,Semi-shade"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Asarum_splendens1.JPEG, https://pfaf.org/../Admin/PlantImages/Asarum_splendens2.JPEG"
13,Summary,
14,Physical Characteristics,Asarum splendens is an evergreen Perennial growing to 0.2 m (0ft 8in) by 0.6 m (2ft) at a slow rate. See above for USDA hardiness. It is hardy to UK zone 6.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils. It can grow in full shade (deep woodland) or  semi-shade (light woodland). It prefers dry or  moist soil.
15,Synonyms,A. ching chengense C.Y.Chen & C.S.Yang. Heterotropa splendens F. Maek.
16,Plant Habitats,
17,Edible Parts,"Root: includes bulbs, corms, tubers, rhizomes etc."
18,Edible Uses,
19,Edible Uses Description,A ginger-like rhizome with a strong potent flavour [1-2]. They are commonly referred to as wild gingers (not a culinary gingers) as their rhizomes have a similar spicy scent.
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None Known
22,Other Uses,
23,Other Uses Description,Groundcover - an excellent groundcover for shade and semi-shade. Known to tolerate Juglone (a poisonous product produced by black walnuts Juglans nigra)[1-2]. Attractive leaves - Containers. Ornamental. Food Forest.
24,Cultivation Details,
25,Cultivation Details Description,"A semi-evergreen perennial with thick heart-shaped, dark green leaves. Asarum splendens is a showy, vigorous groundcover for shade with a vigorous rhizomatic root that forms a thick mat of foliage. It will remain semi-evergreen through mild winters. Semi shade to full shade. It prefers moist, slightly acidic organic soil in a well-drained site and is ideal for a shady border or a woodland garden. In China it grows on mountain slopes between 800-1,300 m above sea level. Flower Color: Purple. Bloomtime: Early Spring  Foliage Color: Variegated. Resistant: Deer Resistant, Rabbit Resistant.. For polyculture design as well as the above-ground architecture (form - tree, shrub etc. and size shown above) information on the habit and root pattern is also useful and given here if available. The plant growth habit is a runner spreading indefinitely by rhizomes or stolons [1-2].  The root pattern is rhizomatous with underground stems sending roots and shoots along their length  [1-2]. Known to tolerate Juglone (a poisonous product produced by black walnuts Juglans nigra) [1-2]."
26,Plant Propagation,Propagate by seed in containers in a cold frame as soon as ripe. Can also be propagated by division in early spring.
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
