,Attributes,Description
0,Latin Name,Prunus armeniaca mandschurica
1,Common Name,Manchurian apricot
2,Family,Rosaceae
3,USDA hardiness,3-9
4,Known Hazards,"This species produces hydrogen cyanide, a poison that gives almonds their characteristic flavour. This toxin is found mainly in the leaves and seed and is readily detected by its bitter taste. Usually present in too small a quantity to do any harm, any very bitter seed or fruit should not be eaten[65]. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestion, it is also claimed to be of benefit in the treatment of cancer. In excess, however, it can cause respiratory failure and even death. Oral doses of 50g of hydrogen cyanide can be fatal (= 30g of kernels or 50-60 kernels at 2 mg HCN/g kernel) [301]."
5,Habitats,Temperate. Most trees growing apparently wild have escaped from cultivation but there are pure stands of the trees in Tibet on mountain slopes in sparse forests at elevations of 700 - 3000 metres[266].
6,Range,"E. Asia - N. China, Mongolia."
7,Edibility Rating,(4 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Prunus_armeniaca_mandschurica1.JPEG, https://pfaf.org/../Admin/PlantImages/Prunus_armeniaca_mandschurica2.JPEG"
13,Summary,"This name is unresolved, but some data suggest that it is an infraspecific name of Prunus armeniaca L.."
14,Physical Characteristics,"Prunus armeniaca mandschurica is a deciduous Tree growing to 6 m (19ft) by 4 m (13ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 5. The flowers are pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,"This name is unresolved, but some data suggest that it is an infraspecific name of Prunus armeniaca L.. Armeniaca mandshurica (Maximowicz) Skvortzov;Prunus mandshurica (Maximowicz) Koehne."
16,Plant Habitats,
17,Edible Parts,"Fruit: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Oil: Oil,Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.,Oil: "
19,Edible Uses Description,"dible Portion: Fruit, Seeds. Fruit - raw, cooked or dried for later use[1, 2, 3, 34]. The best forms are soft and juicy with a delicious rich flavour[K]. Wild trees in the Himalayas yield about 47.5kg of fruit per year[194].The fruit of the wild form contains about 6.3% sugars, 0.7% protein, 2.5% ash, 2.5% pectin. There is about 10mg vitamin C per 100g of pulp[194]. The fruit is about 5cm in diameter and contains one large seed[200]. Seed - raw or cooked[183]. Bitter seeds should be eaten in strict moderation, but sweet ones can be eaten freely[132]. The bitter seeds can be used as a substitute for bitter almonds in making marzipan etc[4]. An edible gum is obtained from the trunk[64]. The seed contains up to 50% of an edible semi-drying oil[4, 57, 61, 183]. Carbon Farming - Staple Crop: oil."
