,Attributes,Description,age
0,Latin Name,Terminalia bellirica,
1,Common Name,Beleric Myrobalan,
2,Family,Combretaceae,
3,USDA hardiness,10-12,
4,Known Hazards,The seeds are possible toxic or narcotic[317 ].,
5,Habitats,"Scattered forests, sunny mountain slopes, one of the upper layer trees of stream valleys and lower seasonal rain forests at elevations of 500 - 1,400 metres[266 ].",
6,Range,"E. Asia - southwest China, Indian subcontinent, Myanmar, Thailand, Laos, Vietnam, Malaysia, Indonesia.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Tender,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Terminalia_bellirica1.JPEG, https://pfaf.org/../Admin/PlantImages/Terminalia_bellirica2.JPEG",
13,Summary,,
14,Physical Characteristics,"Terminalia bellirica is a deciduous Tree growing to 35 m (114ft) by 35 m (114ft).  See above for USDA hardiness. It is hardy to UK zone 10. The flowers are pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,Myrobalanus bellirica Gaertn. Myrobalanus laurinioides Kuntze Terminalia attenuata Edgew. Terminalia moluccana Roxb. Terminalia punctata Roth,
16,Plant Habitats,,
17,Edible Parts,"Fruit: ,Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,,
19,Edible Uses Description,"The seeds are edible[272 , 317 , 451 ]. They are possibly toxic or narcotic[303 , 317 ]. Eating the seeds in any but small quantities can lead to narcotic effects[451 ]. The dark red fruits are edible[46 ]. They can be used for making preserves[301 ]. Subacid, with a pleasant flavour, the smooth-skinned fruit is about 3cm in diameter[46 , 301 ].",
20,Medicinal Uses,,
