,Attributes,Description,age
0,Latin Name,Crassocephalum crepidioides,
1,Common Name,"Okinawa Spinach, Redflower Ragleaf, Fireweed",
2,Family,Asteraceae,
3,USDA hardiness,10-12,
4,Known Hazards,None known,
5,Habitats,"A weed in abandoned farm land, waste places, plantations and backyard gardens[ 299 ].",
6,Range,"Through most of tropical Africa, it has become naturalised in many other parts of the Tropics.",
7,Edibility Rating,(4 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Tender,Moist Soil,Full shade,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Crassocephalum crepidioides 1.jpg, https://pfaf.org/../Admin/PlantImages/Crassocephalum crepidioides 2.jpg",
13,Summary,"Okinawa Spinach, Crassocephalum crepidioides, is a tropical, upright, herb with thick and soft stem and alternate leaves. It makes an excellent spinach substitute. Its flowers are yellow and reddish and fruits are dark brown with long silky hairs at the end. It is commonly found in Papua New Guinea and in many other tropical countries. The leaves are used for indigestion, headaches, fresh wounds, nose bleeding, and sleeping sickness. The roots are used in the treatment of swollen lips. Aside from the medicinal uses, the leaves are also edible either raw or cooked. It is used as a vegetable. The roots are eaten with chilli sauce in Thailand. It may also be known as Gynura crepioides (a Synonym)",
14,Physical Characteristics,"Crassocephalum crepidioides is a PERENNIAL growing to 0.8 m (2ft 7in) by 0.3 m (1ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in full shade (deep woodland) semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,Crassocephalum diversifolium Hiern Gynura crepidioides Benth. Gynura diversifolia Sch.Bip. ex Asch.,
16,Plant Habitats,,
17,Edible Parts,"Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.",
18,Edible Uses,,
19,Edible Uses Description,"A commercially cultivated vegetable. Leaves - raw or cooked. A distinctive, pine-like flavour[ 298 ]. The leaves are fleshy, somewhat mucilaginous with a nutty flavour[ 301 ]. The tender and succulent leaves and stems of ebolo are mucilaginous and are used as a vegetable in soups and stews, especially in West and Central Africa[ 299 ]. It is much appreciated for its special flavour, which is sharp but not bitter[ 299 ]. It is especially popular in south-western Nigeria. Here the leaves are lightly blanched, excess water is drained off, and the leaves are then cooked with peppers, onions, tomatoes, melon and sometimes fish or meat to make soups and stews[ 299 ]. In Sierra Leone the leaves are also popular and are made into a sauce with groundnut paste[ 299 ]. In Australia it is eaten as a salad green, either cooked or raw[ 299 ]. Roots - eaten with chilli sauce in Thailand[ 301 ].",
20,Medicinal Uses,"Epilepsy: Used in the treatment of Epilepsy - a disorder in which nerve cell activity in the brain is disturbed, causing seizures.,Skin: Plants used in miscellaneous treatments for the skin.,Stomachic: Aids and improves the action of the stomach.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Epilepsy  Skin  StomachicThe leaves are used to treat indigestion[ 299 ]. The leaf sap is given to treat upset stomach[ 299 ]. A leaf lotion or decoction is used to treat headaches[ 299 ]. A mixture of the leaf sap, combined with Cymbopogon giganteus, is used orally and externally for the treatment of epilepsy[ 299 ]. Applied externally, the leaf sap is used as a treatment for fresh wounds[ 299 ]. The dried leaf powder is applied as a snuff to stop nose bleeding and smoked to treat sleeping sickness[ 299 ]. Tannin found in the roots of the plant is used to treat swollen lips[ 299 ].",
22,Other Uses,"Fodder: Food given to the animals (including plants cut and carried to them) rather than forage for themselves.,Repellent: Plants that are said to deter but not necessarily kill various mammals, birds, insects etc.,Tannin: An astringent substance obtaied from plants, it is used medicinally, as a dye and mordant, stabilizer in pesticide etc.",
23,Other Uses Description,Agroforestry Uses: Crassocephalum crepidioides has been used successfully as a trap plant to collect adult corm weevils in banana plantations. Other Uses: /animal feed.,
24,Cultivation Details,,
25,Cultivation Details Description,"Grows well in soils that are rich in organic matter[ 299 ]. An easy to grow vegetable, especially suited to shady localities in home gardens and tree plantations[ 299 ]. Often cultivated as a food crop in the tropics, the plant has light, plumed seeds that are easily distributed by the wind. It has escaped from cultivation in many areas and become an invasive weed in some places[ 305 ].",
26,Plant Propagation,Seed and Cuttings.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
