,Attributes,Description
0,Latin Name,Albizia julibrissin
1,Common Name,"Mimosa, Silktree, Mimosa Tree,"
2,Family,Fabaceae or Leguminosae
3,USDA hardiness,6-9
4,Known Hazards,None known
5,Habitats,"Open sunny ravines, forests and by rivers up to 2100 metres in the Himalayas[51, 158]."
6,Range,W. Asia and E. Asia - Iran to China.
7,Edibility Rating,(2 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AlbiziaJulibrissin.jpg, https://pfaf.org/../Admin/PlantImages/AlbiziaJulibrissin2.jpg"
13,Summary,"Bloom Color: Pink.Main Bloom Time: Early summer, Early spring, Late summer, Late spring, Mid summer, Mid spring. Form: Spreading or horizontal, Vase."
14,Physical Characteristics,"Albizia julibrissin is a deciduous Tree growing to 12 m (39ft) by 10 m (32ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 7 and is not frost tender.  It is in flower from July to August, and the seeds ripen from September to November. The species is hermaphrodite (has both male and female organs). It can fix Nitrogen.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,Acacia mollis. Acacia julibrissin.
16,Plant Habitats,Woodland Garden Canopy; Secondary; Sunny Edge; South Wall. By.
17,Edible Parts,"Flowers: ,Leaves: "
18,Edible Uses,"Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.,Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"eaYoung leaves - cooked. An aromatic flavour[2, 106, 178, 179], they are used as a potherb[183]. Flowers - cooked. Eaten as a vegetable[183]. The dried leaves are a tea substitute[177, 183]."
20,Medicinal Uses,"Analgesic: Relieves pain.,Anthelmintic: Expels parasites from the gut.,Carminative: Reduces flatulence and expels gas from the intestines.,Digestive: Aids digestion.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Oxytoxic: Hastens parturition and stimulates uterine contractions. See also birthing aids.,Plaster: Used in the treatment of broken bones.,Plaster: Used in the treatment of broken bones.,Sedative: Gently calms, reducing nervousness, distress and irritation.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.,Vulnerary: Promotes the healing of wounds."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Analgesic  Anthelmintic  Carminative  Digestive  Diuretic  Oxytoxic  Plaster  Plaster  Sedative  Stimulant  Tonic  VulneraryThe flower heads are carminative, digestive, sedative and tonic[176, 218, 238]. They are used internally in the treatment of insomnia, irritability, breathlessness and poor memory[176, 238]. The flowers are harvested as they open and are dried for later use[238]. The stembark is anodyne, anthelmintic, carminative, discutient, diuretic, oxytocic, sedative, stimulant, tonic, vermifuge and vulnerary[176, 178, 218]. It is used internally in the treatment of insomnia, irritability, boils and carbuncles[238]. Externally, it is applied to injuries and swellings[238]. The bark is harvested in spring or late summer and is dried for later use[238]. A gummy extract obtained from the plant is used as a plaster for abscesses, boils etc and also as a retentive in fractures and sprains[218]."
22,Other Uses,"Fodder: Food given to the animals (including plants cut and carried to them) rather than forage for themselves.,Gum: Gums have a wide range of uses, especially as stabilizers, emulsifiers, thickening agents, adhesives etc.,Plaster: Used for covering walls.,Plaster: Used for covering walls."
23,Other Uses Description,"A gummy extract of the plant is used as a plaster[178]. No more details are given. Wood - dense, hard, strong, takes a good polish. Used for furniture, industrial applications, firewood etc[74, 158, 272]."
24,Cultivation Details,"Agroforestry Services: Alley crop: Integrates annual crops with rows of perennials.,Agroforestry Services: Contour hedgerow: Alley cropping systems on the contour of slopes.,Agroforestry Services: Crop shade: Plants providing crop shade especially trees.,Agroforestry Services: Nitrogen: Plants that contribute to nitrogen fixation include the legume family – Fabaceae.,Fodder: Bank: Fodder banks are plantings of high-quality fodder species. Their goal is to maintain healthy productive animals. They can be utilized all year, but are designed to bridge the forage scarcity of annual dry seasons. Fodder bank plants are usually trees or shrubs, and often legumes. The relatively deep roots of these woody perennials allow them to reach soil nutrients and moisture not available to grasses and herbaceous plants.,Fodder: Insect: Plants grown for useful fodder insects.,Industrial Crop: Biomass: Three broad categories: bamboos, resprouting woody plants, and giant grasses. uses include: protein, materials (paper, building materials, fibers, biochar etc.), chemicals (biobased chemicals), energy - biofuels,Management: Coppice: Cut to the ground repeatedly - resprouting vigorously. Non-destructive management systems maintaining the soil organic carbon.,Management: Standard: Plants grow to their standard height. Harvest fruit, seeds, or other products. Non-Destructive management systems.,Regional Crop: These crops have been domesticated and cultivated regionally but have not been adopted elsewhere and are typically not traded globally, Examples in this broad category include perennial cottons and many nuts and staple fruits."
