,Attributes,Description,age
0,Latin Name,Juncus acutus,
1,Common Name,"Sharp Rush, Spiny rush, Leopold's rush",
2,Family,Juncaceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,"Although no reports of toxicity have been seen for this species, there is a report that one member of this genus is possibly toxic to mammals[76]..",
5,Habitats,"Sandy sea shores and dune slacks, occasionally in salt marshes[17].",
6,Range,"Southern Europe, including Britain, south and east from France to N. Africa and Macronesia.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Moist Soil,Wet Soil,Water Plants,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/JuncusAcutus.jpg, https://pfaf.org/../Admin/PlantImages/JuncusAcutus2.jpg",
13,Summary,,
14,Physical Characteristics,"Juncus acutus is a PERENNIAL growing to 1.5 m (5ft).  It is in flower in June. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in saline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil and can grow in water.",
15,Synonyms,,
16,Plant Habitats,Pond; Bog Garden;,
17,Edible Uses Description,None known,
18,Medicinal Uses,,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
20,Other Uses,"Basketry: Plant used in making baskets and other items such as chairs. Includes plants that are only used as an ornamental addition.,Thatching: Used for making thatched roofs.,Weaving: Items such as grass and palm leaves that are woven together for making mats, baskets etc. See also Basket making and Fibre.",
21,Other Uses Description,"The stems are used in making woven baskets, thatching, weaving mats etc[46, 61, 257].",
22,Cultivation Details,,
23,Cultivation Details Description,"Easily grown in a moist soil, bog garden or shallow water[1, 200]. Prefers a heavy soil in sun or light shade[200].",
24,Plant Propagation,"Seed - surface sow in pots in a cold frame in early spring and keep the compost moist. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer if they have grown sufficiently, otherwise in late spring of the following year. Division in spring. Very easy, larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
