,Attributes,Description
0,Latin Name,Pennisetum purpureum
1,Common Name,Napier grass. Elephant grass
2,Family,Poaceae
3,USDA hardiness,8-11
4,Known Hazards,None known
5,Habitats,A tropical tall grass found along rivers and forest margins on more fertile soils.
6,Range,A perennial tropical grass native to the African grasslands. Introduced to most tropical and subtropical countries where it has become naturalised.
7,Edibility Rating,(2 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(2 of 5)
11,Care (info),"Half Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Pennisetum_purpureum1.JPEG, https://pfaf.org/../Admin/PlantImages/Pennisetum_purpureum2.JPEG"
13,Summary,"A clumping perennial grass to 4 m, native to tropical Africa, this grass is fairly tolerant of different soil conditions and remarkably drought tolerant for a plant of high rainfall areas. As a carbon farming solutions plant it is an excellent biomass Industrial Crop. It is also edible. it makes a good contour hedgerow and is excellent bank and pasture fodder. Napier grasses improve soil fertility, and protect arid land from soil erosion. Used for firebreaks, windbreaks, in paper pulp production and  bio-oil, biogas and charcoal. It is a plant very 'hungry' for nutrient but does not like waterlogged conditions. It is very fast to recover from browsing."
14,Physical Characteristics,"Pennisetum purpureum is a PERENNIAL growing to 4 m (13ft) by 0.5 m (1ft 8in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 9. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil and can tolerate drought."
15,Synonyms,Amphochaeta exaltata Andersson [Illegitimate]; Cenchrus purpureus (Schumach.) Morrone; Gymnotrix nitens Andersson; Pennisetum benthamii Steudel; Pennisetum blepharideum Gilli; Pennisetum flavicomum Leeke. Pennisetum giganteum Regel [Illegitimate]; Pennisetum gossweileri Stapf & C.E.Hubb; Pennisetum lachnorrhachis Peter. Pennisetum flexispica K. Schumann; Pennisetum hainanense H. R. Zhao & A. T. Liu; Pennisetum macrostachyum Bentham; Pennisetum nitens (Andersson) Hack; Pennisetum pallescens Leeke; Pennisetum pruinosum Leeke; Pennisetum purpureum subsp. benthamii (Steud.) Maire & Weiller; Pennisetum purpureum subsp. flexispica (K.Schum.) Maire & Weiller;
16,Plant Habitats,
17,Edible Parts,"Flowers: ,Leaves: ,Shoots: ,Stem: this often intergrades into leaves."
18,Edible Uses,
19,Edible Uses Description,"Edible Portion: Flowers, Shoots, Vegetable. The young shoots or leaves are added to soup. Very young and tender inflorescences are eaten as a vegetable[317].The young leaves and shoots are added to soups to provide extra protein, carbohydrates, fat and vitamins[332]. The soup is mildly laxative[332]. The stalks are reduced to ash and then the soluble and insoluble parts are separated out with water to produce vegetable salt. Carbon Farming Solutions - Staple Crop: protein (The term staple crop typically refers to a food that is eaten routinely and accounts for a dominant part of people's diets in a particular region of the world) [1-1]. Pennisetum purpureum has been successfully crossed with Pennisetum glaucum (Pearl millet) to create forage grasses with the possibility of hybrids as a perennial millet staple crop  [1-1]."
20,Medicinal Uses,
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.The plant is used in a number of medical applications in Africa[332]. Examination of Nigerian material has shown a trace of alkaloid in the leaf[332].Extracts of all parts of the plant are strongly diuretic[332]. An infusion of both foliage and culms is used in treating anuria, whilst a root-decoction is given in the treatment of blennorrhoea[332].A leaf infusion is used as a gargle and mouthwash to treat buccal affections, gingivitis and thrush[332].Sap expressed from young shoots which have been heated over a fire is mixed with a little salt and instilled into the eyes for treating cataracts[332]. The sap is also considered healing on wounds, both on its own and also in combination with other herbs[332]. The stem-sap is used in treating ear problems[332].The pith taken from the ends of young culms is softened in a fire and used as a dressing for contusions[332].Ash from the roasted culms is mixed into an ointment with palm oil or false shea butter (Lophira lancolata), then used as a base for treating herpes and other skin complaints [332]. The ash is added to slices of the large green banana and then put on ulcers on the soles of the feet[332].The seed is reportedly used to cure headaches [332]."
22,Other Uses,Fodder: Food given to the animals (including plants cut and carried to them) rather than forage for themselves.
