,Attributes,Description,age
0,Latin Name,Eucalyptus globulus,
1,Common Name,"Tasmanian Blue Gum, Eurabbie, Blue Gum, Blue Eucalyptus",
2,Family,Myrtaceae,
3,USDA hardiness,9-11,
4,Known Hazards,"Citronellal, an essential oil found in most Eucalyptus species is reported to be mutagenic when used in isolation[269]. In large doses, oil of eucalyptus, like so many essential oils has caused fatalities from intestinal irritation[269]. Death is reported from ingestion of 4 - 24 ml of essential oils, but recoveries are also reported for the same amount[269]. Symptoms include gastroenteric burning and irritation, nausea, vomiting, diarrhoea, oxygen deficiency, ,weakness, dizziness, stupor, difficult respiration, delirium, paralysis, convulsions, and death, usually due to respiratory failure[269]. The plant is reported to cause contact dermatitis. Sensitive persons may develop urticaria from handling the foliage and other parts of the plant[269]. Avoid if on treatment for diabetes mellitus. Infants and small children - avoid oil preparations on faces as possible life threatening spasms [301].",
5,Habitats,Damp marshy areas on moist loams and clays[77]. Found in hilly country or moist valleys in deep rich soils[167].,
6,Range,"Australia - Tasmania, Victoria.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(4 of 5),
11,Care (info),"Half Hardy,Well drained soil,Moist Soil,Wet Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/EucalyptusGlobulus.gif, https://pfaf.org/../Admin/PlantImages/EucalyptusGlobulus2.gif",
13,Summary,"Bloom Color: White. Main Bloom Time: Early summer, Early spring, Late summer, Late spring, Mid summer, Mid spring. Form: Oval, Upright or erect.",
14,Physical Characteristics,"Eucalyptus globulus is an evergreen Tree growing to 55 m (180ft) by 15 m (49ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 9. It is in leaf all year, in flower from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry moist or  wet soil and can tolerate drought.",
15,Synonyms,Eucalyptus maidenii subsp. globulus (Labill.) J.B.Kirkp,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Bog Garden;,
17,Edible Parts,,
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.",
19,Edible Uses Description,"An essential oil from the fresh or dried leaves is used as a flavouring in sweets, baked goods, ice cream etc[177, 183].",
20,Medicinal Uses,"Antibacterial: Kills bacteria.,Antiperiodic: Counteracts recurring illnesses such as malaria.,Antirheumatic: Treats rheumatism.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Appetizer: Improves the appetite,Aromatherapy: Plants whose essential oils are used in Aromatherapy.,Aromatic: Having an agreeable odour and stimulant qualities.,Deodorant: Masks smells. Is this medicinal?,Expectorant: Clears phlegm from the chest by inducing coughing.,Febrifuge: Reduces fevers.,Hypoglycaemic: Reduces the levels of sugar in the blood.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being.",
