,Attributes,Description,age
0,Latin Name,Lilium lancifolium,
1,Common Name,"Tiger Lily, Devil Lily",
2,Family,Liliaceae,
3,USDA hardiness,4-8,
4,Known Hazards,"The pollen is said to be poisonous, producing vomiting, drowsiness and purging[4].",
5,Habitats,"Long cultivated and not known in a truly wild situation, though it can naturalise in woodlands[279].. Possibly of hybrid origin involving L. leichtlinii and L. maculatum[90].",
6,Range,"E. Asia - China, Japan, Korea.",
7,Edibility Rating,(4 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/LiliumLancifolium.jpg, https://pfaf.org/../Admin/PlantImages/LiliumLancifolium2.jpg",
13,Summary,"Bloom Color: Orange. Main Bloom Time: Early fall, Late summer. Form: Upright or erect.",
14,Physical Characteristics,"Lilium lancifolium is a BULB growing to 1.2 m (4ft) by 0.3 m (1ft in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 4.  It is in flower from August to September, and the seeds ripen from September to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees. The plant is not self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,L. tigrinum.,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Shady Edge;,
17,Edible Parts,"Flowers: ,Root: includes bulbs, corms, tubers, rhizomes etc.",
18,Edible Uses,,
19,Edible Uses Description,"Bulb - cooked[2, 4, 42, 47]. Somewhat bitterish[105]. Fairly pleasant, when properly cooked they are highly esteemed as a vegetable and somewhat resemble parsnips in flavour[183]. The bulbs are up to 8cm in diameter[266]. They are a good source of starch[105, 183]. The bulb can be dried and ground into powder. Flowers - raw or cooked. Used fresh or dried in salads, soups, rice dishes etc[183].",
