,Attributes,Description,age
0,Latin Name,Carlina acaulis,
1,Common Name,Stemless Carline Thistle,
2,Family,Asteraceae or Compositae,
3,USDA hardiness,4-8,
4,Known Hazards,None known,
5,Habitats,"Poor soils in dry sandy pastures and on rocky slopes[7, 21, 100], especially on limestone[9].",
6,Range,Europe.,
7,Edibility Rating,(2 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CarlinaAcaulis.jpg, https://pfaf.org/../Admin/PlantImages/CarlinaAcaulis2.jpg",
13,Summary,,
14,Physical Characteristics,"Carlina acaulis is a BIENNIAL/PERENNIAL growing to 0.2 m (0ft 8in) by 0.3 m (1ft).  See above for USDA hardiness. It is hardy to UK zone 4.  It is in flower in June, and the seeds ripen from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, Lepidoptera (Moths & Butterflies). The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Flowers: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Stem: this often intergrades into leaves.",
18,Edible Uses,,
19,Edible Uses Description,"Flowering head - cooked. Used as a globe artichoke substitute[177, 183], though they are considerably smaller and even more fiddly[K]. The fleshy centre of the plant is edible[7, 105]. Does this refer to the peeled stem?[K]. Root[13]. No more details are given.",
20,Medicinal Uses,"Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Carminative: Reduces flatulence and expels gas from the intestines.,Diaphoretic: Induces perspiration.,Digestive: Aids digestion.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Eczema: Used in the treatment of eczema - a chronic health condition that affects the skin, causing redness, dryness, itching and infections.,Emetic: Induces vomiting.,Febrifuge: Reduces fevers.,Purgative: A drastic laxative causing a cleansing or watery evacuation of the bowels, usually with a griping pain.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antispasmodic  Carminative  Diaphoretic  Digestive  Diuretic  Eczema  Emetic  Febrifuge  PurgativeStemless carline thistle is seldom used in modern herbalism. The plant was at one time in great demand as an aphrodisiac[7], it is occasionally used nowadays in the treatment of spasms of the digestive tract, gall bladder and liver disorders, dropsy, urine retention etc[9, 268]. The root has also been used in treating a range of skin complaints such as acne and eczema[268]. A decoction of the root can be used externally to cleanse wounds or as an antiseptic gargle[268]. Some caution should be employed since in large doses the root is purgative and emetic[268]. The root is antibiotic, antispasmodic, carminative, diaphoretic, digestive, mildly diuretic, emetic in large doses, febrifuge and purgative in large doses[7, 9, 21, 46]. The root is harvested in the autumn and dried for later use[7].",
22,Other Uses,Weather forecasting: A few plants that are supposed to help us forecast the weather.,
23,Other Uses Description,The dried flowers respond to the amount of humidity in the air and can be used as hygrometers[100]. Flowers on the growing plant close at the approach of rain[268].,
24,Cultivation Details,,
25,Cultivation Details Description,"Succeeds in a sunny position in ordinary garden soil[111]. Prefers a neutral to alkaline soil[138, 238]. Prefers a poor soil[200]. Established plants are drought tolerant[190]. Plants are hardy to about -20°c[187]. The stemless carline thistle is a protected plant in the wild because of its rarity[7]. This species resents root disturbance, it should be planted into its final position as soon as possible[138]. Plants are usually short-lived or monocarpic[187]. The plant is popular in dried flower arranging, the dried heads keeping their appearance indefinitely[7].",
26,Plant Propagation,"Seed - surface sow in a cold frame in the spring. The seed usually germinates in 4 - 8 weeks at 15°c[138]. As soon as they are large enough to handle, prick the seedlings out into individual pots and plant them out into their permanent positions in the summer.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
