,Attributes,Description
0,Latin Name,Hippophae tibetana
1,Common Name,Tibetan Sea Buckthorn
2,Family,Elaeagnaceae
3,USDA hardiness,7-10
4,Known Hazards,None known
5,Habitats,"Open sunny places in montane areas, rarely found below 3000 metres[214]. Rocky and sandy ground at elevations of 3800 - 4200 metres in Nepal[272]."
6,Range,E. Asia - Himalayas.
7,Edibility Rating,(4 of 5)
8,Other Uses,(1 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Frost Hardy,Well drained soil,Moist Soil,Wet Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG"
13,Summary,
14,Physical Characteristics,"Hippophae tibetana is a deciduous Tree growing to 15 m (49ft 3in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 8.  It is in flower in April, and the seeds ripen from September to October. The species is dioecious (individual flowers are either male or female, but only one sex is to be found on any one plant so both male and female plants must be grown if seed is required).  and is pollinated by Wind. The plant is not self-fertile. It can fix Nitrogen.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry moist or  wet soil. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,
16,Plant Habitats,Woodland Garden Canopy; Sunny Edge; Bog Garden;
17,Edible Parts,Fruit: 
18,Edible Uses,
19,Edible Uses Description,"Fruit - raw or cooked[2, 46, 272]. Very rich in vitamin C, but too acid when raw for most peoples tastes. The flavour is somewhat lemon-like[K]. The fruits of some species and cultivars (not specified) contain up to 9.2% oil[214]. Used for preserves[105, 183]. The fruit becomes less acid after a frost or if cooked. This species has the largest fruits of the genus, 100 fruits weighing around 40g[214]."
20,Medicinal Uses,"Antitussive: Prevents or relieves coughing.,Blood purifier: Purifies the blood.,Cancer: Used in the treatment of cancer.,Cardiac: Used in the treatment of heart problems.,Eczema: Used in the treatment of eczema - a chronic health condition that affects the skin, causing redness, dryness, itching and infections.,Expectorant: Clears phlegm from the chest by inducing coughing.,Poultice: A moist, usually warm or hot, mass of plant material applied to the skin in the treatment of burns etc.,Vitamin C: Plants good for their vitamin C content"
