,Attributes,Description,age
0,Latin Name,Actaea spicata,
1,Common Name,"Herb Christopher, Baneberry",
2,Family,Ranunculaceae,
3,USDA hardiness,4-8,
4,Known Hazards,"All parts of plant are poisonous but rarely fatal[4, 10, 13, 19, 65, 76].",
5,Habitats,"Ash woods on limestone and in damp stony woods to 1500 metres[13, 17].",
6,Range,"Most of Europe, including Britain, through temperate and arctic Asia to China.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Full shade,Semi-shade",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ActaeaSpicata.jpg, https://pfaf.org/../Admin/PlantImages/ActaeaSpicata2.jpg",
13,Summary,,
14,Physical Characteristics,"Actaea spicata is a PERENNIAL growing to 0.5 m (1ft 8in) by 0.5 m (1ft 8in).  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower from May to June, and the seeds ripen from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Beetles, flies.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in full shade (deep woodland) or  semi-shade (light woodland). It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Dappled Shade; not Deep Shade;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Antidote: Counters poisoning.,Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Cytostatic: Slows or controls the growth of tumours.,Nervine: Stimulates and calms the nerves.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antidote  Antispasmodic  Cytostatic  NervineThe root is antispasmodic, cytostatic, emetic, nervine and purgative[4, 17, 65, 240]. In Canada the root is used in the treatment of snakebite[211]. It is also considered useful in the treatment of nervous disorders and rheumatic fever[211]. In India it is used in the treatment of rheumatism, goitre and asthma[240]. This remedy should be used with some caution, see the notes above on toxicity.",
20,Other Uses,"Dye: Plants that provide dyes.,Repellent: Plants that are said to deter but not necessarily kill various mammals, birds, insects etc.",
21,Other Uses Description,"The smell of the plant is reputed to drive away vermin[4]. A black dye is obtained from the berries when alum is used as a mordant[4, 13, 74, 100]. The seeds contain tannin[240].",
22,Cultivation Details,,
23,Cultivation Details Description,"Succeeds in most conditions[233], but prefers a humus-rich moist soil in light shade doing well amongst shrubs and in light woods[1, 200]. A greedy plant, inhibiting the growth of nearby plants, especially legumes[54].",
24,Plant Propagation,"Seed - best sown as soon as it is ripe in the autumn in a cold frame or outdoors in a moist shaded seedbed[200]. The seed has a limited viability[200], it can also be sown in spring in a cold frame but germination rates may be poor. When they are large enough to handle, prick the seedlings out into individual pots and plant them out into their permanent positions in late spring or early summer of the following year. Division in March or October.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
