,Attributes,Description,age
0,Latin Name,Cladium mariscus,
1,Common Name,"Saw Grass, Swamp sawgrass, Jamaica swamp sawgrass",
2,Family,Cyperaceae,
3,USDA hardiness,3-7,
4,Known Hazards,None known,
5,Habitats,"Reed swamps and fens, often forming dense pure stands, usually on neutral or alkaline soils[17].",
6,Range,"Widely distributed in the warmer and damper parts of both hemispheres, including Britain.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CladiumMariscus.gif, https://pfaf.org/../Admin/PlantImages/CladiumMariscus2.gif",
13,Summary,,
14,Physical Characteristics,"Cladium mariscus is a PERENNIAL growing to 3 m (9ft) by 3 m (9ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 3.  It is in flower from July to August, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil.",
15,Synonyms,C. jamaicense. Mariscus mariscus.,
16,Plant Habitats,Bog Garden;,
17,Edible Parts,"Leaves: ,Shoots: ",
18,Edible Uses,,
19,Edible Uses Description,The young shoots may be edible[177].,
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,"Basketry: Plant used in making baskets and other items such as chairs. Includes plants that are only used as an ornamental addition.,Thatching: Used for making thatched roofs.",
23,Other Uses Description,The stems are used in thatching[61]. The roots have been used to make small baskets[257].,
24,Cultivation Details,,
25,Cultivation Details Description,Succeeds in any wet or moisture-retentive soil in full sun or partial shade[200].,
26,Plant Propagation,"Seed - best sown in a cold frame as soon as it is ripe in a pot standing in 2cm of water[200]. When large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. Division in spring[200].",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
