,Attributes,Description,age
0,Latin Name,Eupatorium cannabinum,
1,Common Name,Hemp Agrimony,
2,Family,Asteraceae or Compositae,
3,USDA hardiness,4-8,
4,Known Hazards,None known,
5,Habitats,"By streams, in low damp sites and in woods, avoiding acid soils[7, 13].",
6,Range,"Most of Europe, including Britain, to N. Africa, western and central Asia.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/EupatoriumCannabinum.gif, https://pfaf.org/../Admin/PlantImages/EupatoriumCannabinum2.gif",
13,Summary,,
14,Physical Characteristics,"Eupatorium cannabinum is a PERENNIAL growing to 1.5 m (5ft) by 1 m (3ft 3in).  See above for USDA hardiness. It is hardy to UK zone 5 and is not frost tender.  It is in flower from July to September, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, beetles, Lepidoptera (Moths & Butterflies). The plant is self-fertile. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge; Bog Garden;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Alterative: Causes a gradual beneficial change in the body, usually through improved nutrition and elimination, without having any marked specific action.,Antitumor: Preventing, or effective against, tumors, it is used in the treatment of cancer. Probably synonymous with Cytotoxic.,Cholagogue: Increases the flow of bile and its discharge from the body.,Depurative: Eliminates toxins and purifies the system, especially the blood.,Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Emetic: Induces vomiting.,Expectorant: Clears phlegm from the chest by inducing coughing.,Febrifuge: Reduces fevers.,Homeopathy: A plant used in homeopathic treatments.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Purgative: A drastic laxative causing a cleansing or watery evacuation of the bowels, usually with a griping pain.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Alterative  Antitumor  Cholagogue  Depurative  Diaphoretic  Diuretic  Emetic  Expectorant  Febrifuge  Homeopathy  Laxative  Purgative  TonicHemp agrimony has been employed chiefly as a detoxifying herb for fevers, colds, flu and other viral conditions. It also stimulates the removal of waste products via the kidneys[254]. Due to its content of alkaloids, the plant should only be used under professional supervision[254]. The leaves and flowering tops are alterative, cholagogue, depurative, diuretic, emetic, expectorant, febrifuge, purgative and tonic[4, 7, 9, 21, 46, 238]. The plant has a long history of use as a gentle laxative that does not provoke irritation[7], though excessive doses cause purging and vomiting[238]. A tea made from the dried leaves will give prompt relief if taken at the onset of influenza[4]. Recent research has shown that the plant might have anti-tumour activity, though the plant also contains pyrrolizidine alkaloids that can cause damage or cancer to the liver[238]. The plant is harvested in the summer and dried for later use[7]. The roots are diaphoretic, laxative and tonic[7]. They are harvested in the autumn and dried for later use[238]. Recently the plant has been found of use as an immune system stimulant, helping to maintain resistance to acute viral and other infections[254]. A homeopathic remedy is made from the leaves[4]. It is used in the treatment of influenza and feverish chills[4] and also for disorders of the liver, spleen and gall bladder[9].",
20,Other Uses,"Preservative: For food, or for treating wood, ropes etc.,Repellent: Plants that are said to deter but not necessarily kill various mammals, birds, insects etc.",
21,Other Uses Description,The leaves have been laid on bread in order to prevent it from becoming mouldy[4]. The leaf juice has been rubbed onto the coats of animals as an insect repellent[7].,
22,Cultivation Details,,
23,Cultivation Details Description,"An easily grown plant[233], it succeeds in ordinary garden soil in sun or part shade[200]. Prefers a rich moist soil[187]. Grows well in marshy soils[21]. Plants are hardy to about -25°c[187]. A very ornamental plant[1], it has a pleasant aromatic smell when cut[4]. Often found as a weed in British gardens, it can be allowed to naturalize in short grass in the wild garden[233]. Plants seem to be immune to the predations of rabbits[233]. An excellent bee and butterfly plant[24, 108].",
24,Plant Propagation,"Seed - sow spring in a cold frame and only just cover the seed. Prick out the seedlings into individual pots when they are large enough to handle and plant them out into their permanent positions in the summer. If you have sufficient seed it can be sown outdoors in situ. Division in spring or autumn[111]. Very easy, the clumps can be replanted direct into their permanent positions.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
