,Attributes,Description,age
0,Latin Name,Aethusa cynapium,
1,Common Name,Fool's Parsley,
2,Family,Apiaceae or Umbelliferae,
3,USDA hardiness,Coming soon,
4,Known Hazards,"The entire plant is poisonous though less so than Conium maculatum (q.v.)[4, 10, 19]. Small amounts can cause pain, confusion of vision and vomiting[268]. The dried plant might be safe to eat[10].",
5,Habitats,"Grows in waste places and is also a common weed of cultivated ground but rarer in the north of Britain[9, 17].",
6,Range,"Most of Europe, including Britain, to the Caucasus and south to Algeria.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Well drained soil,Moist Soil,Full shade,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AethusaCynapium.jpg, https://pfaf.org/../Admin/PlantImages/AethusaCynapium2.jpg",
13,Summary,,
14,Physical Characteristics,"Aethusa cynapium is a ANNUAL growing to 1.2 m (4ft).  It is in flower from July to August, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in full shade (deep woodland) semi-shade (light woodland) or no shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge; not Deep Shade;,
17,Edible Parts,Leaves: ,
18,Edible Uses,,
19,Edible Uses Description,"Leaves - raw or cooked[105]. It is very inadvisable to eat this plant, see the notes above on toxicity[177].",
20,Medicinal Uses,"Anticonvulsant: used to control (prevent) seizures (convulsions),Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Sedative: Gently calms, reducing nervousness, distress and irritation.,Stomachic: Aids and improves the action of the stomach.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anticonvulsant  Antidiarrhoeal  Sedative  StomachicAlthough fairly toxic, fool's parsley has occasionally been used in folk medicine[268]. The herb is sedative and stomachic. It has been used in the treatment of gastro-intestinal problems, especially in children, and also to treat convulsions and summer diarrhoea[4, 61, 268]. Extreme caution in the use of this herb is advised, see the notes above on toxicity.",
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"We have no details for this species, see its native habitat above for ideas on its cultivation needs. All parts of the plant have an unpleasant smell reminiscent of hemlock (Conium maculatum)[245].",
26,Plant Propagation,Seed - we have no details on this species but suggest sowing the seed in situ as soon as it is ripe or in spring.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
