,Attributes,Description,age
0,Latin Name,Lallemantia iberica,
1,Common Name,,
2,Family,Lamiaceae or Labiatae,
3,USDA hardiness,6-9,
4,Known Hazards,None known,
5,Habitats,"Roadsides, slopes and fallow fields, also as a weed of cultivation, to 2150 metres in Turkey[93].",
6,Range,W. Asia. Naturalized in C. and E. Europe.,
7,Edibility Rating,(3 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/LallemantiaIberica2.jpg, https://pfaf.org/../Admin/PlantImages/LallemantiaIberica3.jpg",
13,Summary,,
14,Physical Characteristics,"Lallemantia iberica is a ANNUAL/BIENNIAL growing to 0.5 m (1ft 8in).  See above for USDA hardiness. It is hardy to UK zone 7.  It is in flower from July to August, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees. It is noted for attracting wildlife.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,L. sulphurea. Dracocephalum ibericum.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Leaves: ,Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,"Oil: Oil,Oil: Oil,Oil: ,Oil: ",
19,Edible Uses Description,"es - cooked and used as a potherb[46, 61, 105, 177, 183]. Seed - raw or cooked. It is rich in oil[2]. An edible oil is obtained from the seed[2, 6, 105, 177, 183].",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,"Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses.,Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses.",
23,Other Uses Description,"The seed contains up to 30% of a drying oil[61]. It is used for lighting, as a varnish, in paints and as a lubricant[46, 57, 74]. It is a linseed substitute[114]. Linseed oil has a very wide range of applications including use as a wood preservative, an ingredient of oil-based paints, furniture polishes, printer's inks, soap making etc[46, 57, 244]. It is also used in the manufacture of linoleum[169].",
24,Cultivation Details,,
25,Cultivation Details Description,Requires a light well-drained soil in a sunny position[200]. Prefers a cool situation[1]. Often grown in the ornamental garden[50]. The flowers are very attractive to bees[74].,
26,Plant Propagation,Seed - sow April in situ[1]. Very fast germination[K].,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
