,Attributes,Description
0,Latin Name,Polygala amara
1,Common Name,Bitter Milkwort
2,Family,Polygalaceae
3,USDA hardiness,5-9
4,Known Hazards,"Although no specific mention has been seen for this species, at least one member of this genus is said to be poisonous in large quantities."
5,Habitats,"Grassland and damp mountain pastures, especially on chalk and limestone[9, 17]."
6,Range,"Europe, including Britain, south and east from Norway."
7,Edibility Rating,(0 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PolygalaAmara.jpg, https://pfaf.org/../Admin/PlantImages/PolygalaAmara2.jpg"
13,Summary,
14,Physical Characteristics,"Polygala amara is a PERENNIAL growing to 0.2 m (0ft 8in).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from June to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,P. amarella Crantz. P. austriaca. P. uliginosa.
16,Plant Habitats,Meadow;
17,Edible Uses Description,None known
18,Medicinal Uses,"Bitter: Increases the appetite and stimulates digestion by acting on the mucous membranes of the mouth. Also increases the flow of bile, stimulates repair of the gut wall lining and regulates the secretion of insulin and glucogen.,Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Emollient: Softens the skin, causing warmth and moisture.,Expectorant: Clears phlegm from the chest by inducing coughing.,Galactogogue: Promotes the flow of milk in a nursing mother."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Bitter  Diaphoretic  Diuretic  Emollient  Expectorant  GalactogogueThe herb is bitter, diaphoretic, diuretic, emollient, mildly expectorant, galactogogue[9, 21]. An infusion is used to treat stomach upsets, bladder and kidney disorders etc[9]. The plant is harvested as it comes into flower and dried for later use[9]."
20,Other Uses,
21,Other Uses Description,None known
22,Cultivation Details,
23,Cultivation Details Description,"Prefers a moderately fertile moisture-retentive well-drained soil, succeeding in full sun if the soil remains moist throughout the growing season, otherwise it is best in semi-shade[200]. Dislikes shade according to another report."
24,Plant Propagation,"Seed - sow spring or autumn in a cold frame[214]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Division. Cuttings of young shoots in a frame in late spring[1]."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
